paper_id,pdf_file,md_file,page_count,char_count,status,error,timestamp
2831368bf1cf,2831368bf1cf_error_resilient_monte_carlo_quantum_simulation_of_imaginary_time.pdf,2831368bf1cf_error_resilient_monte_carlo_quantum_simulation_of_imaginary_time.md,41,106832,success,,2026-04-08T22:21:35
2849bbcb864e,2849bbcb864e_feature_ranking_in_credit_risk_with_qudit_based_networks.pdf,2849bbcb864e_feature_ranking_in_credit_risk_with_qudit_based_networks.md,11,40041,success,,2026-04-08T22:21:36
288305d31b7d,288305d31b7d_towards_practical_quantum_credit_risk_analysis.pdf,288305d31b7d_towards_practical_quantum_credit_risk_analysis.md,12,35744,success,,2026-04-08T22:21:36
2896abff2596,2896abff2596_hybrid_quantum_classical_transfer_learning_model_for_credit_risk_assessment_with.pdf,2896abff2596_hybrid_quantum_classical_transfer_learning_model_for_credit_risk_assessment_with.md,2,8864,success,,2026-04-08T22:21:36
28ab67c2d22a,28ab67c2d22a_experimental_demonstration_of_fermionic_qaoa_with_one_dimensional_cyclic_driver_.pdf,28ab67c2d22a_experimental_demonstration_of_fermionic_qaoa_with_one_dimensional_cyclic_driver_.md,8,29841,success,,2026-04-08T22:21:36
291abba8a19e,291abba8a19e_quanfraud_quantum_state_verification_scheme_for_fraud_detection_in_iot_assisted_.pdf,291abba8a19e_quanfraud_quantum_state_verification_scheme_for_fraud_detection_in_iot_assisted_.md,12,48097,success,,2026-04-08T22:21:37
292400fdfae6,292400fdfae6_quantum_algorithms_for_differential_equations_in_finance_and_physics.pdf,292400fdfae6_quantum_algorithms_for_differential_equations_in_finance_and_physics.md,224,441782,success,,2026-04-09T12:35:40
296dd193c78f,296dd193c78f_a_framework_to_evaluate_the_performance_of_variational_quantum_algorithms.pdf,296dd193c78f_a_framework_to_evaluate_the_performance_of_variational_quantum_algorithms.md,7,36231,success,,2026-04-08T22:21:39
29cfef5a271e,29cfef5a271e_derivative_pricing_using_quantum_signal_processing.pdf,29cfef5a271e_derivative_pricing_using_quantum_signal_processing.md,15,47891,success,,2026-04-08T22:21:39
29f1f2555efe,29f1f2555efe_a_technical_review_of_quantum_computing_use_cases_for_finance_and_economics.pdf,29f1f2555efe_a_technical_review_of_quantum_computing_use_cases_for_finance_and_economics.md,33,80077,success,,2026-04-08T22:21:39
29f4e9099932,29f4e9099932_a_hybrid_quantum_classical_approach_to_warm_starting_optimization.pdf,29f4e9099932_a_hybrid_quantum_classical_approach_to_warm_starting_optimization.md,11,36390,success,,2026-04-08T22:21:39
2a0770a1a995,2a0770a1a995_improved_financial_forecasting_via_quantum_machine_learning.pdf,2a0770a1a995_improved_financial_forecasting_via_quantum_machine_learning.md,33,68684,success,,2026-04-08T22:21:40
2a5efc7b8178,2a5efc7b8178_design_of_a_blockchain_driven_quantum_identity_model_using_qha_ac_fqet_and_rl_qi.pdf,2a5efc7b8178_design_of_a_blockchain_driven_quantum_identity_model_using_qha_ac_fqet_and_rl_qi.md,5,23728,success,,2026-04-08T22:21:40
2a646809136c,2a646809136c_hybrid_quantum_classical_method_for_bank_account_fraud_detection_using_quantum_e.pdf,2a646809136c_hybrid_quantum_classical_method_for_bank_account_fraud_detection_using_quantum_e.md,5,29220,success,,2026-04-08T22:21:40
2a9cd8a96604,2a9cd8a96604_quantum_support_vector_data_description_for_anomaly_detection.pdf,2a9cd8a96604_quantum_support_vector_data_description_for_anomaly_detection.md,14,56986,success,,2026-04-09T12:52:04
2abf80ef91e3,2abf80ef91e3_optimizing_hybrid_quantum_classical_models_using_parameterized_quantum_circuits_.pdf,2abf80ef91e3_optimizing_hybrid_quantum_classical_models_using_parameterized_quantum_circuits_.md,8,21765,success,,2026-04-08T22:21:40
2ae3455aa47b,2ae3455aa47b_variational_quantum_algorithms_from_theory_to_nisq_era_applications_challenges_a.pdf,2ae3455aa47b_variational_quantum_algorithms_from_theory_to_nisq_era_applications_challenges_a.md,20,69669,success,,2026-04-08T22:21:41
2b34eb642f89,2b34eb642f89_quantum_bridge_analytics_ii_network_optimization_and_combinatorial_chaining_for_.pdf,2b34eb642f89_quantum_bridge_analytics_ii_network_optimization_and_combinatorial_chaining_for_.md,24,66231,success,,2026-04-08T22:21:41
2b48b0e90efa,2b48b0e90efa_multiobjective_variational_quantum_optimization_for_constrained_problems_an_appl.pdf,2b48b0e90efa_multiobjective_variational_quantum_optimization_for_constrained_problems_an_appl.md,23,78219,success,,2026-04-09T15:58:24
2b4dc3c2ba75,2b4dc3c2ba75_quantum_algorithms_for_stochastic_differential_equations_achieving_polynomial_an.pdf,2b4dc3c2ba75_quantum_algorithms_for_stochastic_differential_equations_achieving_polynomial_an.md,7,28657,success,,2026-04-08T22:21:42
2bb96fecae4b,2bb96fecae4b_portfolio_rebalancing_experiments_using_the_quantum_alternating_operator_ansatz.pdf,2bb96fecae4b_portfolio_rebalancing_experiments_using_the_quantum_alternating_operator_ansatz.md,9,38638,success,,2026-04-08T22:21:42
2c1bf46ead5a,2c1bf46ead5a_quantum_enhanced_anomaly_detection_in_subsea_well_sensors_a_comparative_study_of.pdf,2c1bf46ead5a_quantum_enhanced_anomaly_detection_in_subsea_well_sensors_a_comparative_study_of.md,65,106599,success,,2026-04-08T22:21:42
2c74be1a024b,2c74be1a024b_quantum_speedup_for_combinatorial_optimization_with_flat_energy_landscapes.pdf,2c74be1a024b_quantum_speedup_for_combinatorial_optimization_with_flat_energy_landscapes.md,36,159052,success,,2026-04-08T22:21:43
2dc8d62cecac,2dc8d62cecac_parameter_setting_in_quantum_approximate_optimization_of_weighted_problems.pdf,2dc8d62cecac_parameter_setting_in_quantum_approximate_optimization_of_weighted_problems.md,31,77773,success,,2026-04-08T22:21:43
2dd59afb46ba,2dd59afb46ba_qutrit_based_quantum_inspired_optimization_model_on_real_world_portfolio_optimiz.pdf,2dd59afb46ba_qutrit_based_quantum_inspired_optimization_model_on_real_world_portfolio_optimiz.md,2,12763,success,,2026-04-08T22:21:44
2de072636285,2de072636285_application_of_an_upsampling_algorithm_to_quantum_state_preparation_of_continuou.pdf,2de072636285_application_of_an_upsampling_algorithm_to_quantum_state_preparation_of_continuou.md,10,29591,success,,2026-04-08T22:21:44
2e35d78fa802,2e35d78fa802_solving_subset_sum_problems_using_binary_optimization_with_applications_in_audit.pdf,2e35d78fa802_solving_subset_sum_problems_using_binary_optimization_with_applications_in_audit.md,7,21746,success,,2026-04-08T22:21:44
2e9f88ec6794,2e9f88ec6794_quantum_speed_ups_for_solving_semidefinite_relaxations_of_polynomial_optimizatio.pdf,2e9f88ec6794_quantum_speed_ups_for_solving_semidefinite_relaxations_of_polynomial_optimizatio.md,80,198487,success,,2026-04-08T22:21:45
2f0fa544425a,2f0fa544425a_quantum_blockchain_a_theoretical_framework_and_applications_in_cryptocurrency.pdf,2f0fa544425a_quantum_blockchain_a_theoretical_framework_and_applications_in_cryptocurrency.md,12,40538,success,,2026-04-08T22:21:45
2f9096b00d49,2f9096b00d49_overcoming_barriers_to_scalability_in_variational_quantum_monte_carlo.pdf,2f9096b00d49_overcoming_barriers_to_scalability_in_variational_quantum_monte_carlo.md,11,53745,success,,2026-04-08T22:21:45
2fa8a733b41d,2fa8a733b41d_realization_of_a_quantum_walk_in_momentum_space_with_a_bose_einstein_condensate.pdf,2fa8a733b41d_realization_of_a_quantum_walk_in_momentum_space_with_a_bose_einstein_condensate.md,27,47844,success,,2026-04-09T16:10:13
2fe0d0f15604,2fe0d0f15604_variational_quantum_eigensolver_for_classification_in_credit_sales_risk.pdf,2fe0d0f15604_variational_quantum_eigensolver_for_classification_in_credit_sales_risk.md,30,50903,success,,2026-04-08T22:21:46
30582038a7ba,30582038a7ba_periodic_unitary_encoding_for_quantum_anomaly_detection_of_temporal_series.pdf,30582038a7ba_periodic_unitary_encoding_for_quantum_anomaly_detection_of_temporal_series.md,10,41761,success,,2026-04-08T22:21:46
30afc00e8912,30afc00e8912_integration_of_parameterized_quantum_circuits_within_classical_neural_network_fo.pdf,30afc00e8912_integration_of_parameterized_quantum_circuits_within_classical_neural_network_fo.md,18,62283,success,,2026-04-08T22:21:47
30c35313cb34,30c35313cb34_quantum_computing_in_financial_portfolio_optimization_case_based_insights_into_e.pdf,30c35313cb34_quantum_computing_in_financial_portfolio_optimization_case_based_insights_into_e.md,5,27674,success,,2026-04-08T22:21:47
311bac170c43,311bac170c43_application_of_quantum_computing_in_optimization_problems.pdf,311bac170c43_application_of_quantum_computing_in_optimization_problems.md,2,7006,success,,2026-04-09T16:11:23
313a1d740d27,313a1d740d27_quantum_kernel_methods_for_anomaly_detection_in_high_velocity_data_streams.pdf,313a1d740d27_quantum_kernel_methods_for_anomaly_detection_in_high_velocity_data_streams.md,17,84300,success,,2026-04-08T22:21:47
317e6bb03bfa,317e6bb03bfa_a_quantum_generative_adversarial_network_for_distributions.pdf,317e6bb03bfa_a_quantum_generative_adversarial_network_for_distributions.md,19,53417,success,,2026-04-08T22:21:47
323683ff9874,323683ff9874_time_series_forecasting_using_quantum_machine_learning_algorithms.pdf,323683ff9874_time_series_forecasting_using_quantum_machine_learning_algorithms.md,240,724904,success,,2026-04-08T22:21:48
32f6aa86e556,32f6aa86e556_quantum_finance_optimization_qubits_qfoq_an_approach_to_accelerate_financial_mod.pdf,32f6aa86e556_quantum_finance_optimization_qubits_qfoq_an_approach_to_accelerate_financial_mod.md,36,73493,success,,2026-04-08T22:21:51
3318d42b7459,3318d42b7459_quantum_computing_strategy.pdf,3318d42b7459_quantum_computing_strategy.md,46,91106,success,,2026-04-08T22:21:51
33968c404556,33968c404556_circuit_design_based_on_feature_similarity_for_quantum_generative_modeling.pdf,33968c404556_circuit_design_based_on_feature_similarity_for_quantum_generative_modeling.md,11,51308,success,,2026-04-08T22:21:51
33ecea26692d,33ecea26692d_quantum_computing_for_financial_systems.pdf,33ecea26692d_quantum_computing_for_financial_systems.md,10,37603,success,,2026-04-08T22:21:52
342ce43a11d1,342ce43a11d1_quantum_monte_carlo_for_economics_stress_testing_and_macroeconomic_deep_learning.pdf,342ce43a11d1_quantum_monte_carlo_for_economics_stress_testing_and_macroeconomic_deep_learning.md,70,114906,success,,2026-04-08T22:21:52
3432da9937d2,3432da9937d2_a_variable_angle_distance_quantum_evolutionary_algorithm_for_2d_hp_model.pdf,3432da9937d2_a_variable_angle_distance_quantum_evolutionary_algorithm_for_2d_hp_model.md,764,1712718,success,,2026-04-08T22:21:52
349c85ac46df,349c85ac46df_efficient_hamiltonian_simulation_for_solving_option_price_dynamics.pdf,349c85ac46df_efficient_hamiltonian_simulation_for_solving_option_price_dynamics.md,11,55249,success,,2026-04-08T22:22:00
34a559434eb1,34a559434eb1_quantum_stochastic_walks_for_portfolio_optimization_theory_and_implementation_on.pdf,34a559434eb1_quantum_stochastic_walks_for_portfolio_optimization_theory_and_implementation_on.md,57,101425,success,,2026-04-08T22:22:00
34a99682d20c,34a99682d20c_qeklr_quantum_enhanced_kernel_logistic_regression_for_classification.pdf,34a99682d20c_qeklr_quantum_enhanced_kernel_logistic_regression_for_classification.md,30,66754,success,,2026-04-08T22:22:01
34f8784d073c,34f8784d073c_.pdf,34f8784d073c_.md,13,56104,success,,2026-04-08T22:22:01
34fc27290f18,34fc27290f18_scaling_the_variational_quantum_eigensolver_for_dynamic_portfolio_optimization.pdf,34fc27290f18_scaling_the_variational_quantum_eigensolver_for_dynamic_portfolio_optimization.md,18,76796,success,,2026-04-09T16:23:48
3506790b2a7a,3506790b2a7a_hqrnn_fd_a_hybrid_quantum_recurrent_neural_network_for_fraud_detection.pdf,3506790b2a7a_hqrnn_fd_a_hybrid_quantum_recurrent_neural_network_for_fraud_detection.md,27,77917,success,,2026-04-08T22:22:01
35505140af55,35505140af55_quantum_computing_for_fraud_detection_in_real_time_payment_systems.pdf,35505140af55_quantum_computing_for_fraud_detection_in_real_time_payment_systems.md,8,32258,success,,2026-04-08T22:22:02
35c7b4d830d5,35c7b4d830d5_market_informed_portfolio_optimization_methods_with_hybrid_quantum_computing.pdf,35c7b4d830d5_market_informed_portfolio_optimization_methods_with_hybrid_quantum_computing.md,16,53595,success,,2026-04-08T22:22:02
35da1ebe30e2,35da1ebe30e2_exploring_quantum_machine_learning_in_solving_complex_optimization_problems_algo.pdf,35da1ebe30e2_exploring_quantum_machine_learning_in_solving_complex_optimization_problems_algo.md,22,106097,success,,2026-04-08T22:22:02
36432eaf1f31,36432eaf1f31_characterizing_asymmetric_and_bimodal_long_term_financial_return_distributions_t.pdf,36432eaf1f31_characterizing_asymmetric_and_bimodal_long_term_financial_return_distributions_t.md,24,55434,success,,2026-04-08T22:22:03
36cd7ccae10c,36cd7ccae10c_ai_powered_risk_modeling_in_quantum_finance_redefining_enterprise_decision_syste.pdf,36cd7ccae10c_ai_powered_risk_modeling_in_quantum_finance_redefining_enterprise_decision_syste.md,26,105379,success,,2026-04-08T22:22:03
3716460f49f0,3716460f49f0_quantum_algorithms_for_numerical_differentiation_of_expected_values_with_respect.pdf,3716460f49f0_quantum_algorithms_for_numerical_differentiation_of_expected_values_with_respect.md,17,66083,success,,2026-04-08T22:22:04
374d8058ad85,374d8058ad85_quantum_subgradient_estimation_for_conditional_value_at_risk_optimization.pdf,374d8058ad85_quantum_subgradient_estimation_for_conditional_value_at_risk_optimization.md,14,38231,success,,2026-04-08T22:22:04
378c2a73ea46,378c2a73ea46_impacting_financial_predictions_amp_amp_security_through_quantum_support_vector_.pdf,378c2a73ea46_impacting_financial_predictions_amp_amp_security_through_quantum_support_vector_.md,35,106170,success,,2026-04-08T22:22:04
37f43983f4d2,37f43983f4d2_quantum_computing_i_implications_for_portfolio_managers_i.pdf,37f43983f4d2_quantum_computing_i_implications_for_portfolio_managers_i.md,7,27010,success,,2026-04-08T22:22:04
381642996201,381642996201_quantum_variational_autoencoders_for_predictive_analytics_in_high_frequency_trad.pdf,381642996201_quantum_variational_autoencoders_for_predictive_analytics_in_high_frequency_trad.md,21,48689,success,,2026-04-08T22:22:05
394c63b275d9,394c63b275d9_enhancing_variational_quantum_classifier_performance_with_meta_heuristic_feature.pdf,394c63b275d9_enhancing_variational_quantum_classifier_performance_with_meta_heuristic_feature.md,14,55881,success,,2026-04-08T22:22:05
394db2cbf8da,394db2cbf8da_quantum_approximate_optimization_algorithm_for_portfolio_selection_a_comparative.pdf,394db2cbf8da_quantum_approximate_optimization_algorithm_for_portfolio_selection_a_comparative.md,13,22701,success,,2026-04-08T22:22:05
39e897283cac,39e897283cac_exploring_the_synergistic_potential_of_quantum_annealing_and_gate_model_computin.pdf,39e897283cac_exploring_the_synergistic_potential_of_quantum_annealing_and_gate_model_computin.md,12,33679,success,,2026-04-08T22:22:05
3a13b1eecbf9,3a13b1eecbf9_provable_bounds_for_noise_free_expectation_values_computed_from_noisy_samples.pdf,3a13b1eecbf9_provable_bounds_for_noise_free_expectation_values_computed_from_noisy_samples.md,17,82089,success,,2026-04-08T22:22:06
3a3ba897009d,3a3ba897009d_qaoa_applied_to_the_portfolio_optimization_problem.pdf,3a3ba897009d_qaoa_applied_to_the_portfolio_optimization_problem.md,110,150276,success,,2026-04-08T22:22:06
3a4b78215cc7,3a4b78215cc7_real_option_pricing_using_quantum_computers.pdf,3a4b78215cc7_real_option_pricing_using_quantum_computers.md,31,69466,success,,2026-04-08T22:22:07
3a533a166c84,3a533a166c84_quantum_portfolio_optimization_an_extensive_benchmark.pdf,3a533a166c84_quantum_portfolio_optimization_an_extensive_benchmark.md,17,54222,success,,2026-04-08T22:22:07
3a64b1f387c0,3a64b1f387c0_near_term_quantum_computing_techniques_variational_quantum_algorithms_error_miti.pdf,3a64b1f387c0_near_term_quantum_computing_techniques_variational_quantum_algorithms_error_miti.md,46,239730,success,,2026-04-08T22:22:07
3adb18321a79,3adb18321a79_quantum_quantitative_trading_high_frequency_statistical_arbitrage_algorithm.pdf,3adb18321a79_quantum_quantitative_trading_high_frequency_statistical_arbitrage_algorithm.md,10,42955,success,,2026-04-08T22:22:08
3bf7bbec10c5,3bf7bbec10c5_ai_quantum_hybrid_models_for_organizational_risk_forecasting_and_crisis_manageme.pdf,3bf7bbec10c5_ai_quantum_hybrid_models_for_organizational_risk_forecasting_and_crisis_manageme.md,1,3037,success,,2026-04-08T22:22:08
3c1b7774da65,3c1b7774da65_black_litterman_portfolio_optimization_with_noisy_intermediate_scale_quantum_com.pdf,3c1b7774da65_black_litterman_portfolio_optimization_with_noisy_intermediate_scale_quantum_com.md,11,39416,success,,2026-04-08T22:22:08
3c79c53d5d90,3c79c53d5d90_portfolio_optimization_with_digitized_counterdiabatic_quantum_algorithms.pdf,3c79c53d5d90_portfolio_optimization_with_digitized_counterdiabatic_quantum_algorithms.md,8,37677,success,,2026-04-08T22:22:08
3c7ed5e51406,3c7ed5e51406_accelerating_quantum_readiness_for_sectors_risk_management_and_strategies_for_se.pdf,3c7ed5e51406_accelerating_quantum_readiness_for_sectors_risk_management_and_strategies_for_se.md,12,35053,success,,2026-04-08T22:22:09
3c93fa52d7f0,3c93fa52d7f0_quantum_speedup_for_nonreversible_markov_chains.pdf,3c93fa52d7f0_quantum_speedup_for_nonreversible_markov_chains.md,12,53288,success,,2026-04-08T22:22:09
3d6d6393f792,3d6d6393f792_a_comparison_on_constrain_encoding_methods_for_quantum_approximate_optimization_.pdf,3d6d6393f792_a_comparison_on_constrain_encoding_methods_for_quantum_approximate_optimization_.md,7,36946,success,,2026-04-08T22:22:09
3e373f43ba5b,3e373f43ba5b_quantum_state_preparation_for_multivariate_functions.pdf,3e373f43ba5b_quantum_state_preparation_for_multivariate_functions.md,28,121225,success,,2026-04-08T22:22:09
3ee4e2ce5b7d,3ee4e2ce5b7d_reduction_of_qubits_in_quantum_algorithm_for_monte_carlo_simulation_by_pseudo_ra.pdf,3ee4e2ce5b7d_reduction_of_qubits_in_quantum_algorithm_for_monte_carlo_simulation_by_pseudo_ra.md,14,55079,success,,2026-04-08T22:22:10
3f4c5ad6749d,3f4c5ad6749d_quantum_unary_approach_to_option_pricing.pdf,3f4c5ad6749d_quantum_unary_approach_to_option_pricing.md,24,89091,success,,2026-04-08T22:22:11
3f8ab7317ca4,3f8ab7317ca4_extrapolation_method_to_optimize_linear_ramp_quantum_approximate_optimization_al.pdf,3f8ab7317ca4_extrapolation_method_to_optimize_linear_ramp_quantum_approximate_optimization_al.md,19,70917,success,,2026-04-08T22:22:11
3fb78ea9b31b,3fb78ea9b31b_quantum_beetle_antennae_search_a_novel_technique_for_the_constrained_portfolio_o.pdf,3fb78ea9b31b_quantum_beetle_antennae_search_a_novel_technique_for_the_constrained_portfolio_o.md,14,55133,success,,2026-04-08T22:22:12
3fe2b056b181,3fe2b056b181_research_on_the_optimization_of_credit_score_card_for_solving_the_qubo_model_bas.pdf,3fe2b056b181_research_on_the_optimization_of_credit_score_card_for_solving_the_qubo_model_bas.md,5,20676,success,,2026-04-08T22:22:13
40e4c7fdd4ac,40e4c7fdd4ac_dynamic_portfolio_optimization_with_real_datasets_using_quantum_processors_and_q.pdf,40e4c7fdd4ac_dynamic_portfolio_optimization_with_real_datasets_using_quantum_processors_and_q.md,13,57080,success,,2026-04-08T22:22:13
412a4331b358,412a4331b358_software_for_creating_scalable_benchmarks_from_quantum_algorithms.pdf,412a4331b358_software_for_creating_scalable_benchmarks_from_quantum_algorithms.md,17,86947,success,,2026-04-08T22:22:13
413125f4264b,413125f4264b_derivative_pricing_and_credit_risk_in_a_regime_switching_economy_using_quantum_a.pdf,413125f4264b_derivative_pricing_and_credit_risk_in_a_regime_switching_economy_using_quantum_a.md,12,54188,success,,2026-04-08T22:22:15
41a852fada38,41a852fada38_quantum_analysis_of_continuous_time_stochastic_process.pdf,41a852fada38_quantum_analysis_of_continuous_time_stochastic_process.md,37,96291,success,,2026-04-08T22:22:15
41c620c565b5,41c620c565b5_solving_multiple_discretization_portfolio_optimization_problem_with_quantum_clas.pdf,41c620c565b5_solving_multiple_discretization_portfolio_optimization_problem_with_quantum_clas.md,30,74185,success,,2026-04-08T22:22:15
41d2d7bb257a,41d2d7bb257a_enhancing_credit_risk_prediction_through_co_trained_hybrid_quantum_transfer_lear.pdf,41d2d7bb257a_enhancing_credit_risk_prediction_through_co_trained_hybrid_quantum_transfer_lear.md,6,29372,success,,2026-04-08T22:22:16
4244a7279692,4244a7279692_scheduling_process_of_quantum_circuits_to_optimize_tasks_execution_on_quantum_co.pdf,4244a7279692_scheduling_process_of_quantum_circuits_to_optimize_tasks_execution_on_quantum_co.md,5,24436,success,,2026-04-08T22:22:16
439a750eda8c,439a750eda8c_quantum_inspired_variational_algorithms_for_partial_differential_equations_appli.pdf,439a750eda8c_quantum_inspired_variational_algorithms_for_partial_differential_equations_appli.md,15,47777,success,,2026-04-08T22:22:16
44997e238c7a,44997e238c7a_quantum_computational_algorithms_for_derivative_pricing_and_credit_risk_in_a_reg.pdf,44997e238c7a_quantum_computational_algorithms_for_derivative_pricing_and_credit_risk_in_a_reg.md,13,53780,success,,2026-04-08T22:22:17
455f0fa41521,455f0fa41521.pdf,455f0fa41521.md,8,39288,success,,2026-04-08T22:22:17
45e4cb39dba8,45e4cb39dba8_applications_of_quantum_computing_to_optimization.pdf,45e4cb39dba8_applications_of_quantum_computing_to_optimization.md,5,24758,success,,2026-04-08T22:22:17
464916b2b572,464916b2b572_improving_the_sequence_alignment_method_by_quantum_multi_pattern_recognition.pdf,464916b2b572_improving_the_sequence_alignment_method_by_quantum_multi_pattern_recognition.md,5,17210,success,,2026-04-08T22:22:17
468c3327bdef,468c3327bdef_quantum_computing_in_us_banking_the_future_of_fraud_prevention_and_financial_cri.pdf,468c3327bdef_quantum_computing_in_us_banking_the_future_of_fraud_prevention_and_financial_cri.md,20,43678,success,,2026-04-08T22:22:18
46db6505e091,46db6505e091_lep_qnn_loan_eligibility_prediction_using_quantum_neural_networks.pdf,46db6505e091_lep_qnn_loan_eligibility_prediction_using_quantum_neural_networks.md,9,47118,success,,2026-04-09T16:30:19
470b798927ef,470b798927ef_extrapolation_method_to_optimize_linear_ramp_qaoa_parameters_evaluation_of_qaoa_.pdf,470b798927ef_extrapolation_method_to_optimize_linear_ramp_qaoa_parameters_evaluation_of_qaoa_.md,14,54061,success,,2026-04-08T22:22:18
4715aa3cb8e4,4715aa3cb8e4_a_quantum_neural_network_for_fraud_detection_using_a_data_driven_priority_entang.pdf,4715aa3cb8e4_a_quantum_neural_network_for_fraud_detection_using_a_data_driven_priority_entang.md,21,48174,success,,2026-04-08T22:22:19
479092dfcc1c,479092dfcc1c_minimizing_estimation_runtime_on_noisy_quantum_computers.pdf,479092dfcc1c_minimizing_estimation_runtime_on_noisy_quantum_computers.md,49,161236,success,,2026-04-08T22:22:19
4798a3b70dd2,4798a3b70dd2_quantum_computing_solutions_solving_real_world_problems_using_quantum_computing_.pdf,4798a3b70dd2_quantum_computing_solutions_solving_real_world_problems_using_quantum_computing_.md,14,40556,success,,2026-04-08T22:22:20
47f4148f90dd,47f4148f90dd_latentqgan_a_hybrid_qgan_with_classical_convolutional_autoencoder.pdf,47f4148f90dd_latentqgan_a_hybrid_qgan_with_classical_convolutional_autoencoder.md,7,33158,success,,2026-04-09T16:35:58
48cd8220e3b2,48cd8220e3b2_entanglement_scaling_in_matrix_product_state_representation_of_smooth_functions_.pdf,48cd8220e3b2_entanglement_scaling_in_matrix_product_state_representation_of_smooth_functions_.md,21,80999,success,,2026-04-08T22:22:20
48fad011ea47,48fad011ea47_qadqn_quantum_attention_deep_q_network_for_financial_market_prediction.pdf,48fad011ea47_qadqn_quantum_attention_deep_q_network_for_financial_market_prediction.md,6,33434,success,,2026-04-08T22:22:21
49aaab8109ac,49aaab8109ac_quantum_monte_carlo_integration_the_full_advantage_in_minimal_circuit_depth.pdf,49aaab8109ac_quantum_monte_carlo_integration_the_full_advantage_in_minimal_circuit_depth.md,20,58353,success,,2026-04-08T22:22:21
49dc03e35036,49dc03e35036_a_threshold_for_quantum_advantage_in_derivative_pricing.pdf,49dc03e35036_a_threshold_for_quantum_advantage_in_derivative_pricing.md,41,129186,success,,2026-04-08T22:22:21
4a6b7f9ddc5a,4a6b7f9ddc5a_a_quantum_online_portfolio_optimization_algorithm.pdf,4a6b7f9ddc5a_a_quantum_online_portfolio_optimization_algorithm.md,22,58272,success,,2026-04-08T22:22:22
4adb16a5e179,4adb16a5e179_distributed_quantum_computing_models_study_of_architectures_and_models_for_the_d.pdf,4adb16a5e179_distributed_quantum_computing_models_study_of_architectures_and_models_for_the_d.md,5,14518,success,,2026-04-08T22:22:22
4b22c753a5a4,4b22c753a5a4_the_cross_sectional_stock_return_predictions_via_quantum_neural_network_and_tens.pdf,4b22c753a5a4_the_cross_sectional_stock_return_predictions_via_quantum_neural_network_and_tens.md,19,36883,success,,2026-04-08T22:22:22
4b808e14a12b,4b808e14a12b_quantum_gates_and_quantum_circuits_of_stock_portfolio.pdf,4b808e14a12b_quantum_gates_and_quantum_circuits_of_stock_portfolio.md,41,56606,success,,2026-04-08T22:22:22
4c50b01d13fe,4c50b01d13fe_quantum_walks_based_adaptive_distribution_generation_with_efficient_cuda_q_accel.pdf,4c50b01d13fe_quantum_walks_based_adaptive_distribution_generation_with_efficient_cuda_q_accel.md,17,35582,success,,2026-04-08T22:22:23
4ceae3900931,4ceae3900931_variational_quantum_algorithms_for_derivative_pricing.pdf,4ceae3900931_variational_quantum_algorithms_for_derivative_pricing.md,17,69684,success,,2026-04-08T22:22:23
4d0406b8b736,4d0406b8b736_advanced_frameworks_for_fraud_detection_leveraging_quantum_machine_learning_and_.pdf,4d0406b8b736_advanced_frameworks_for_fraud_detection_leveraging_quantum_machine_learning_and_.md,19,91848,success,,2026-04-08T22:22:23
4d07c1a00ccf,4d07c1a00ccf_a_quantum_algorithm_for_linear_pdes_arising_in_finance.pdf,4d07c1a00ccf_a_quantum_algorithm_for_linear_pdes_arising_in_finance.md,13,38527,success,,2026-04-08T22:22:24
4dbaf2b286bf,4dbaf2b286bf_a_noisy_optimization_mechanism_for_variational_quantum_classifiers.pdf,4dbaf2b286bf_a_noisy_optimization_mechanism_for_variational_quantum_classifiers.md,14,62388,success,,2026-04-09T16:52:04
4dc6746d80a2,4dc6746d80a2_uncertainty_and_symmetry_bound_for_the_total_detection_probability_of_quantum_wa.pdf,4dc6746d80a2_uncertainty_and_symmetry_bound_for_the_total_detection_probability_of_quantum_wa.md,8,39347,success,,2026-04-08T22:22:24
4dc6746d80a2,4dc6746d80a2.pdf,4dc6746d80a2.md,5,27518,success,,2026-04-08T22:22:24
4de005c12725,4de005c12725_automated_function_implementation_via_conditional_parameterized_quantum_circuits.pdf,4de005c12725_automated_function_implementation_via_conditional_parameterized_quantum_circuits.md,11,46872,success,,2026-04-08T22:22:25
4e492b86e6c7,4e492b86e6c7_computer_aided_quantum_algorithms_for_real_time_energy_market_trading.pdf,4e492b86e6c7_computer_aided_quantum_algorithms_for_real_time_energy_market_trading.md,13,58175,success,,2026-04-08T22:22:25
4eb84ca51d29,4eb84ca51d29_quantum_amplitude_estimation_in_practice_a_case_study_in_option_pricing.pdf,4eb84ca51d29_quantum_amplitude_estimation_in_practice_a_case_study_in_option_pricing.md,378,842890,success,,2026-04-08T22:22:25
4ee4d5f63858,4ee4d5f63858_the_potential_of_quantum_techniques_for_stock_price_prediction.pdf,4ee4d5f63858_the_potential_of_quantum_techniques_for_stock_price_prediction.md,7,29846,success,,2026-04-08T22:22:30
5081ec6b6068,5081ec6b6068_quantum_and_classical_machine_learning_in_decentralized_finance_comparative_evid.pdf,5081ec6b6068_quantum_and_classical_machine_learning_in_decentralized_finance_comparative_evid.md,14,39382,success,,2026-04-08T22:22:30
