slr_id,title,doi,source_type,exclusion_reason,exclusion_detail,date_excluded
32f6aa86e556,,,,scope_out_position_paper,"QFOQ vision/position paper; all results labeled expected/hypothetical; no empirical experiments; triaged 2026-04-17",2026-04-17
4dc6746d80a2,,,,scope_out_physics,"Quantum walk detection probability on hypercube/ring graphs; physics theory, not finance application; triaged 2026-04-17",2026-04-17
559b94bd12c0,,,,scope_out_survey,"Quantum Realm survey/review article; vendor comparison only, no original experiments; triaged 2026-04-17",2026-04-17
a143717759af,,,,scope_out_non_finance,"Reverse stress testing World Bank paper; purely classical statistics, no quantum computing content despite risk-management tag; triaged 2026-04-17",2026-04-17
e02980089334,,,,scope_out_survey,"Scoping review of quantum network routing and QKD; non-finance cryptography/networking; triaged 2026-04-17",2026-04-17
e13c1293dd99,,,,scope_out_survey,"AI/Blockchain/Quantum finance book chapter; narrative review plus case-study tables of RPA/AI/blockchain adoption metrics; no original quantum experiments; triaged 2026-04-17",2026-04-17
f35eb73554d8,,,,scope_out_survey,"QML review paper; performance comparison table presented without experimental methodology; no reproducible quantum finance experiment; triaged 2026-04-17",2026-04-17
b7b5ffbce8ec,"Quantum Variational Autoencoder",,,scope_out_non_finance,"D-Wave QVAE trained on MNIST; no finance application",2026-04-17
ebc26d3b1089,"Mining Quantum Software Patterns in Open-Source Projects",,,scope_out_non_finance,"Empirical study of Qiskit/PennyLane/Classiq patterns in open-source Jupyter notebooks; quantum software engineering, not finance",2026-04-17
ee8331fcdc90,"Designing PSS and SVC Parameters simultaneously through the Improved Quantum Algorithm in the Multi-machine Power System",,,scope_out_quantum_inspired,"Quantum-inspired evolutionary algorithm for power system stabilizer/SVC parameter tuning; not quantum computing and not finance",2026-04-17
6128be5df2e0,"Cost optimization in hybrid cloud environments",,,scope_out_non_finance,"Hybrid cloud cost management chapter; no quantum computing content and not finance",2026-04-17
624a4d090c3e,"An efficient confidentiality scheme based on quadratic chaotic map and Fibonacci sequence",,,scope_out_no_quantum,"Classical chaotic-map image/text encryption; no quantum algorithm or quantum hardware",2026-04-17
e24892efe307,"Cryptanalysis of the Quantum Blind Signature Scheme for Supply Chain Finance and Its Improvement",,,scope_out_non_finance,"Theoretical cryptanalysis and security proofs of quantum blind signature protocol with Qiskit protocol-correctness verification only; supply chain finance is application framing, no finance benchmarks",2026-04-17
0030bd185e0d,"AI-Augmented Quantitative Finance: A Multi-Methodological Framework Combining Machine Learning, Deep Learning, and Quantum Computing for Predictive Risk Modeling",,peer-reviewed-empirical,scope_out_survey,"Narrative multi-methodological framework; quantum portion only simulated conceptually with QSVM/VQE/QAOA mentions and no per-experiment numeric results (only aggregate 40-60% error reduction claim); no original quantum-finance experiment",2026-04-17
5b3485ced673,"Investment Risk Assessment: Quantum Technology (Computing, Communications, Sensing)",10.5281/zenodo.17635288,industry-report,scope_out_position_paper,"Industry investment/risk assessment of the quantum sector; no quantum-finance algorithm experiments; numeric content is market/TAM and scenario probabilities",2026-04-17
71966c8a9dc7,"Big Data in Financial Risk Management: Predictive Modeling, Real-Time Assessment and Emerging Challenges",10.30574/wjarr.2025.28.1.3375,review-article,scope_out_survey,"Narrative review of big-data in finance; quantum computing mentioned only as future direction; no original quantum experiments or results",2026-04-17
fd5b3f400773,"Quantum Computing and the Future of Finance: Exploring How Quantum Technology Impacts Financial Analysis and Forecasting",,peer-reviewed-empirical,scope_out_position_paper,"Mixed-methods opinion survey (100 analysts + 20 interviews) on perceived impact of quantum computing on finance; no quantum algorithm experiments or empirical quantum-finance results",2026-04-17
2f0fa544425a,"Quantum Blockchain: A Theoretical Framework and Applications in Cryptocurrency",10.3390/ijfs13040220,peer-reviewed-theoretical,scope_out_position_paper,"Theoretical quantum-blockchain framework (QPoS, entanglement-assisted BFT); only analytical back-of-envelope numbers (EPR pair counts); no experiments",2026-04-17
fd6d12958e8e,"Quantum Computing for Cryptography: Breaking Encryption Algorithms",https://doi.org/10.22214/ijraset.2026.77826,peer-reviewed-theoretical,scope_out_position_paper,"Theoretical analysis of Shor/RSA-2048 with banking framing; no empirical quantum experiments; numeric content is illustrative asymptotic comparisons and hypothetical runtimes",2026-04-17
774d2b8eb9f8,"Variational quantum Monte Carlo calculations for solid surfaces",,preprint,scope_out_physics,"Pure condensed-matter physics: VMC for solid surface ground states; no finance content whatsoever.",2026-04-17
ae8a2fcc480d,"Improved approximation algorithms for bounded-degree local Hamiltonians",,preprint,scope_out_physics,"Pure quantum many-body theory: shallow-circuit approximation of ground-state energy of local Hamiltonians on bounded-degree graphs; no finance application.",2026-04-17
d93774a0f763,"Generalized Lanczos Algorithm for Variational Quantum Monte Carlo",,preprint,scope_out_physics,"Pure physics: generalized Lanczos method for VMC; targets electronic/condensed-matter wavefunctions; no finance application.",2026-04-17
7e5d0a8fc172,"Quadratic Speed-up in Infinite Variance Quantum Monte Carlo",,preprint,scope_out_non_finance,"Algorithmic-theory paper extending Montanaro QMC to infinite-variance random variables; finance only appears as a one-line motivation in intro, no worked finance example or numerical experiment.",2026-04-17
4d0406b8b736,,,,scope_out_survey,No empirical experiments; conceptual/position paper on QML for fintech fraud detection citing QSVM/QPCA/QNN,2026-04-17
76bf72482fcf,,,,scope_out_survey,Literature review synthesizing reported ranges from peer-reviewed studies; no own experiments,2026-04-17
026a7b6919fc,,,,scope_out_position_paper,Position/methodology paper on qPATHINT code; empirical results deferred to prior paper [18]; only reports code-timing benchmarks,2026-04-17
