paper_id,title,abstract,authors,year,doi
e8235233a1dc,Software for Creating Scalable Benchmarks from Quantum Algorithms,"Creating scalable, reliable, and well-motivated benchmarks for quantum computers is challenging: straightforward approaches to benchmarking suffer from exponential scaling, are insensitive to important errors, or use poorly-motivated performance metrics. Furthermore, curated benchmarking suites cannot include every interesting quantum circuit or algorithm, which necessitates a tool that enables the easy creation of new benchmarks. In this work, we introduce a software tool for creating scalable and reliable benchmarks that measure a well-motivated performance metric (process fidelity) from user-chosen quantum circuits and algorithms. Our software, called $\texttt{scarab}$, enables the creation of efficient and robust benchmarks even from circuits containing thousands or millions of qubits, by employing efficient fidelity estimation techniques, including mirror circuit fidelity estimation and subcircuit volumetric benchmarking. $\texttt{scarab}$ provides a simple interface that enables the creation of reliable benchmarks by users who are not experts in the theory of quantum computer benchmarking or noise. We demonstrate the flexibility and power of $\texttt{scarab}$ by using it to turn existing inefficient benchmarks into efficient benchmarks, to create benchmarks that interrogate hardware and algorithmic trade-offs in Hamiltonian simulation, to quantify the in-situ efficacy of approximate circuit compilation, and to create benchmarks that use subcircuits to measure progress towards executing a circuit of interest.",Noah Siekierski; Stefan Seritan; Neer Patel; Siyuan Niu; Thomas Lubinski; Timothy Proctor,2025,
f5b1f05fe558,Portfolio Optimization of 40 Stocks Using the DWave Quantum Annealer,"We investigate the use of quantum computers for building a portfolio out of a universe of U.S. listed, liquid equities that contains an optimal set of stocks. Starting from historical market data, we look at various problem formulations on the D-Wave Systems Inc. D-Wave 2000Q(TM) System (hereafter called DWave) to find the optimal risk vs return portfolio; an optimized portfolio based on the Markowitz formulation and the Sharpe ratio, a simplified Chicago Quantum Ratio (CQR), then a new Chicago Quantum Net Score (CQNS). We approach this first classically, then by our new method on DWave. Our results show that practitioners can use a DWave to select attractive portfolios out of 40 U.S. liquid equities.",Jeffrey Cohen; Alex Khan; Clark Alexander,2020,
27472e2b5157,Connecting Quantum Computing with Classical Stochastic Simulation,"This tutorial paper introduces quantum approaches to Monte Carlo computation with applications in computational finance. We outline the basics of quantum computing using Grover's algorithm for unstructured search to build intuition. We then move slowly to amplitude estimation problems and applications to counting and Monte Carlo integration, again using Grover-type iterations. A hands-on Python/Qiskit implementation illustrates these concepts applied to finance. The paper concludes with a discussion on current challenges in scaling quantum simulation techniques.",Jose Blanchet; Mark S. Squillante; Mario Szegedy; Guanyang Wang,2025,
d95a84f9ce02,Implementation of a Hybrid Classical-Quantum Annealing Algorithm for Logistic Network Design,"The logistic network design is an abstract optimization problem that, under the assumption of minimal cost, seeks the optimal configuration of the supply chain's infrastructures and facilities based on customer demand. Key economic decisions are taken about the location, number, and size of manufacturing facilities and warehouses based on the optimal solution. Therefore, improvements in the methods to address this question, which is known to be in the NP-hard complexity class, would have relevant financial consequences. Here, we implement in the D-Wave quantum annealer a hybrid classical-quantum annealing algorithm. The cost function with constraints is translated to a spin Hamiltonian, whose ground state encodes the searched result. As a benchmark, we measure the accuracy of results for a set of paradigmatic problems against the optimal published solutions (the error is on average below $1\%$), and the performance is compared against the classical algorithm, showing a remarkable reduction in the number of iterations. This work shows that state-of-the-art quantum annealers may codify and solve relevant supply-chain problems even still far from useful quantum supremacy.",Yongcheng Ding; Xi Chen; Lucas Lamata; Enrique Solano; Mikel Sanz,2019,10.1007/s42979-021-00466-2
209e65831b98,"Picking Efficient Portfolios from 3,171 US Common Stocks with New Quantum and Classical Solvers","We analyze 3,171 US common stocks to create an efficient portfolio based on the Chicago Quantum Net Score (CQNS) and portfolio optimization. We begin with classical solvers and incorporate quantum annealing. We add a simulated bifurcator as a new classical solver and the new D-Wave Advantage(TM) quantum annealing computer as our new quantum solver.",Jeffrey Cohen; Clark Alexander,2020,
69a4901976a9,Generative Quantum Learning of Joint Probability Distribution Functions,"Modeling joint probability distributions is an important task in a wide variety of fields. One popular technique for this employs a family of multivariate distributions with uniform marginals called copulas. While the theory of modeling joint distributions via copulas is well understood, it gets practically challenging to accurately model real data with many variables. In this work, we design quantum machine learning algorithms to model copulas. We show that any copula can be naturally mapped to a multipartite maximally entangled state. A variational ansatz we christen as a `qopula' creates arbitrary correlations between variables while maintaining the copula structure starting from a set of Bell pairs for two variables, or GHZ states for multiple variables. As an application, we train a Quantum Generative Adversarial Network (QGAN) and a Quantum Circuit Born Machine (QCBM) using this variational ansatz to generate samples from joint distributions of two variables for historical data from the stock market. We demonstrate our generative learning algorithms on trapped ion quantum computers from IonQ for up to 8 qubits and show that our results outperform those obtained through equivalent classical generative learning. Further, we present theoretical arguments for exponential advantage in our model's expressivity over classical models based on communication and computational complexity arguments.",Elton Yechao Zhu; Sonika Johri; Dave Bacon; Mert Esencan; Jungsang Kim; Mark Muir; Nikhil Murgai; Jason Nguyen; Neal Pisenti; Adam Schouela; Ksenia Sosnova; Ken Wright,2021,10.1103/PhysRevResearch.4.043092
89b56ad51ea1,Enhancing quantum computations with the synergy of auxiliary field quantum Monte Carlo and computational basis tomography,"We introduce QC-CBT-AFQMC, a hybrid algorithm that incorporates computational basis tomography (CBT) into the quantum-classical auxiliary-field quantum Monte Carlo (QC-AFQMC) method proposed by Huggins et al. [Nature 603, 416-420 (2022)], replacing the use of classical shadows. While the original QC-AFQMC showed high accuracy for quantum chemistry calculations, it required exponentially costly post-processing. Subsequent work using Matchgate shadows [Commun. Math. Phys. 404, 629 (2023)] improved scalability, but still suffers from prohibitive computational requirements that limit practical applications. Our QC-CBT-AFQMC approach uses shallow Clifford circuits with a quadratic reduction of two-qubit gates over the original algorithm, significantly reducing computational requirements and enabling accurate calculations under limited measurement budgets. We demonstrate its effectiveness on the hydroxyl radical, ethylene, and nitrogen molecule, producing potential energy curves that closely match established benchmarks. We also examine the influence of CBT measurement counts on accuracy, showing that subtracting the active space AFQMC energy mitigates measurement-induced errors. Furthermore, we apply QC-CBT-AFQMC to estimate reaction barriers in [3+2]-cycloaddition reactions, achieving agreement with high-level references and successfully incorporating complete basis set extrapolation techniques. These results highlight QC-CBT-AFQMC as a practical quantum-classical hybrid method that bridges the capabilities of quantum devices and accurate chemical simulations.",Viktor Khinevich; Wataru Mizukami,2025,10.1103/rbhc-dkh1
9fd619b02b3e,Quantum Computational Insurance and Actuarial Science,"In recent years, quantum computation has been rapidly advancing, driving a technological revolution with significant potential across various sectors, particularly in finance. Despite this, the insurance industry, an essential tool for mitigating unforeseen risks and losses, has received limited attention. This paper provides an initial exploration into the realm of quantum computational insurance and actuarial science. After introducing key insurance models and challenges, we discuss quantum algorithms that can address insurance problems based on their mathematical nature. Our study includes experimental and numerical demonstrations of quantum applications in non-life insurance, life insurance, and reinsurance. Additionally, we explore the timeline for quantum insurance, the development of quantum-enhanced insurance products, and the challenges posed by quantum computational advancements. This work systematically constructs the connection between quantum computation and the insurance industry, enhancing the development of insurance while promoting the application of quantum computation to more realistic problems.",Huan-Yu Liu; Xi-Ning Zhuang; Chao Wang; Qing-Song Li; Meng-Han Dou; Zhao-Yun Chen; Cheng Xue; Yu-Chun Wu; Guo-Ping Guo; Guang-Can Guo,2024,10.1007/s11432-024-4411-8
2b48b0e90efa,Multiobjective variational quantum optimization for constrained problems: an application to Cash Management,"Combinatorial optimization problems are ubiquitous in industry. In addition to finding a solution with minimum cost, problems of high relevance involve a number of constraints that the solution must satisfy. Variational quantum algorithms have emerged as promising candidates for solving these problems in the noisy intermediate-scale quantum stage. However, the constraints are often complex enough to make their efficient mapping to quantum hardware difficult or even infeasible. An alternative standard approach is to transform the optimization problem to include these constraints as penalty terms, but this method involves additional hyperparameters and does not ensure that the constraints are satisfied due to the existence of local minima. In this paper, we introduce a new method for solving combinatorial optimization problems with challenging constraints using variational quantum algorithms. We propose the Multi-Objective Variational Constrained Optimizer (MOVCO) to classically update the variational parameters by a multiobjective optimization performed by a genetic algorithm. This optimization allows the algorithm to progressively sample only states within the in-constraints space, while optimizing the energy of these states. We test our proposal on a real-world problem with great relevance in finance: the Cash Management problem. We introduce a novel mathematical formulation for this problem, and compare the performance of MOVCO versus a penalty based optimization. Our empirical results show a significant improvement in terms of the cost of the achieved solutions, but especially in the avoidance of local minima that do not satisfy any of the mandatory constraints.",Pablo Díez-Valle; Jorge Luis-Hita; Senaida Hernández-Santana; Fernando Martínez-García; Álvaro Díaz-Fernández; Eva Andrés; Juan José García-Ripoll; Escolástico Sánchez-Martínez; Diego Porras,2023,10.1088/2058-9565/ace474
1ec8fb7a4c71,Message-passing algorithm of quantum annealing with nonstoquastic Hamiltonian,"Quantum annealing (QA) is a generic method for solving optimization problems using fictitious quantum fluctuation. The current device performing QA involves controlling the transverse field; it is classically simulatable by using the standard technique for mapping the quantum spin systems to the classical ones. In this sense, the current system for QA is not powerful despite utilizing quantum fluctuation. Hence, we developed a system with a time-dependent Hamiltonian consisting of a combination of the formulated Ising model and the ""driver"" Hamiltonian with only quantum fluctuation. In the previous study, for a fully connected spin model, quantum fluctuation can be addressed in a relatively simple way. We proved that the fully connected antiferromagnetic interaction can be transformed into a fluctuating transverse field and is thus classically simulatable at sufficiently low temperatures. Using the fluctuating transverse field, we established several ways to simulate part of the nonstoquastic Hamiltonian on classical computers. We formulated a message-passing algorithm in the present study. This algorithm is capable of assessing the performance of QA with part of the nonstoquastic Hamiltonian having a large number of spins. In other words, we developed a different approach for simulating the nonstoquastic Hamiltonian without using the quantum Monte Carlo technique. Our results were validated by comparison to the results obtained by the replica method.",Masayuki Ohzeki,2019,10.7566/JPSJ.88.061005
1c1c816351f4,Gravitational wave matched filtering by quantum Monte Carlo integration and quantum amplitude amplification,"The speedup of heavy numerical tasks by quantum computing is now actively investigated in various fields including data analysis in physics and astronomy. In this paper, we propose a new quantum algorithm for matched filtering in gravitational wave (GW) data analysis based on the previous work by Gao et al., Phys. Rev. Research 4, 023006 (2022) [arXiv:2109.01535]. Our approach uses the quantum algorithm for Monte Carlo integration for the signal-to-noise ratio (SNR) calculation instead of the fast Fourier transform used in Gao et al. and searches signal templates with high SNR by quantum amplitude amplification. In this way, we achieve an exponential reduction of the qubit number compared with Gao et al.'s algorithm, keeping a quadratic speedup over classical GW matched filtering with respect to the template number.",Koichi Miyamoto; Gonzalo Morrás; Takahiro S. Yamamoto; Sachiko Kuroyanagi; Savvas Nesseris,2022,
0a96ec74c59f,Parity Quantum Optimization: Benchmarks,"We present benchmarks of the parity transformation for the Quantum Approximate Optimization Algorithm (QAOA). We analyse the gate resources required to implement a single QAOA cycle for real-world scenarios. In particular, we consider random spin models with higher order terms, as well as the problems of predicting financial crashes and finding the ground states of electronic structure Hamiltonians. For the spin models studied our findings imply a significant advantage of the parity mapping compared to the standard gate model. In combination with full parallelizability of gates this has the potential to boost the race for demonstrating quantum advantage.",Michael Fellner; Kilian Ender; Roeland ter Hoeven; Wolfgang Lechner,2021,10.22331/q-2023-03-17-952
f5ef23cc1373,Solving Large Break Minimization Problems in a Mirrored Double Round-robin Tournament Using Quantum Annealing,"Quantum annealing (QA) has gained considerable attention because it can be applied to combinatorial optimization problems, which have numerous applications in logistics, scheduling, and finance. In recent years, research on solving practical combinatorial optimization problems using them has accelerated. However, researchers struggle to find practical combinatorial optimization problems, for which quantum annealers outperform other mathematical optimization solvers. Moreover, there are only a few studies that compare the performance of quantum annealers with one of the most sophisticated mathematical optimization solvers, such as Gurobi and CPLEX. In our study, we determine that QA demonstrates better performance than the solvers in the break minimization problem in a mirrored double round-robin tournament (MDRRT). We also explain the desirable performance of QA for the sparse interaction between variables and a problem without constraints. In this process, we demonstrate that the break minimization problem in an MDRRT can be expressed as a 4-regular graph. Through computational experiments, we solve this problem using our QA approach and two-integer programming approaches, which were performed using the latest quantum annealer D-Wave Advantage, and the sophisticated mathematical optimization solver, Gurobi, respectively. Further, we compare the quality of the solutions and the computational time. QA was able to determine the exact solution in 0.05 seconds for problems with 20 teams, which is a practical size. In the case of 36 teams, it took 84.8 s for the integer programming method to reach the objective function value, which was obtained by the quantum annealer in 0.05 s. These results not only present the break minimization problem in an MDRRT as an example of applying QA to practical optimization problems, but also contribute to find problems that can be effectively solved by QA.",Michiya Kuramata; Ryota Katsuki; Kazuhide Nakata,2021,10.1371/journal.pone.0266846
5b5fd3a147af,Wasserstein Solution Quality and the Quantum Approximate Optimization Algorithm: A Portfolio Optimization Case Study,"Optimizing of a portfolio of financial assets is a critical industrial problem which can be approximately solved using algorithms suitable for quantum processing units (QPUs). We benchmark the success of this approach using the Quantum Approximate Optimization Algorithm (QAOA); an algorithm targeting gate-model QPUs. Our focus is on the quality of solutions achieved as determined by the Normalized and Complementary Wasserstein Distance, $η$, which we present in a manner to expose the QAOA as a transporter of probability. Using $η$ as an application specific benchmark of performance, we measure it on selection of QPUs as a function of QAOA circuit depth $p$. At $n = 2$ (2 qubits) we find peak solution quality at $p=5$ for most systems and for $n = 3$ this peak is at $p=4$ on a trapped ion QPU. Increasing solution quality with $p$ is also observed using variants of the more general Quantum Alternating Operator Ansätz at $p=2$ for $n = 2$ and $3$ which has not been previously reported. In identical measurements, $η$ is observed to be variable at a level exceeding the noise produced from the finite number of shots. This suggests that variability itself should be regarded as a QPU performance benchmark for given applications. While studying the ideal execution of QAOA, we find that $p=1$ solution quality degrades when the portfolio budget $B$ approaches $n/2$ and increases when $B \approx 1$ or $n-1$. This trend directly corresponds to the binomial coefficient $nCB$ and is connected with the recently reported phenomenon of reachability deficits. Derivative-requiring and derivative-free classical optimizers are benchmarked on the basis of the achieved $η$ beyond $p=1$ to find that derivative-free optimizers are generally more effective for the given computational resources, problem sizes and circuit depths.",Jack S. Baker; Santosh Kumar Radha,2022,
da38798f7bda,Mitigating the sign problem by quantum computing,"The notorious sign problem severely limits the applicability of quantum Monte Carlo (QMC) simulations, as statistical errors grow exponentially with system size and inverse temperature. A recent proposal of a quantum-computing stochastic series expansion (qc-SSE) method suggested that the problem could be avoided by introducing constant energy shifts into the Hamiltonian. Here we critically examine this framework and show that it does not strictly resolve the sign problem for Hamiltonians with non-commuting terms. Instead, it provides a practical mitigation strategy that suppresses the occurrence of negative weights. Using the antiferromagnetic anisotropic XY chain as a test case, we analyze the dependence of the average sign on system size, temperature, anisotropy, and shift parameters. An operator contraction method is introduced to improve efficiency. Our results demonstrate that moderate shifts optimally balance sign mitigation and statistical accuracy, while large shifts amplify errors, leaving the sign problem unresolved but alleviated.",Kwai-Kong Ng; Min-Fong Yang,2025,10.1103/s4nb-6fdq
1d715e0cd1aa,"HQFS: Hybrid Quantum Classical Financial Security with VQC Forecasting, QUBO Annealing, and Audit-Ready Post-Quantum Signing","Here's the corrected paragraph with all punctuation and formatting issues fixed:   Financial risk systems usually follow a two-step routine: a model predicts return or risk, and then an optimizer makes a decision such as a portfolio rebalance. In practice, this split can break under real constraints. The prediction model may look good, but the final decision can be unstable when the market shifts, when discrete constraints are added (lot sizes, caps), or when the optimization becomes slow for larger asset sets. Also, regulated settings need a clear audit trail that links each decision to the exact model state and inputs. We present HQFS, a practical hybrid pipeline that connects forecasting, discrete risk optimization, and auditability in one flow. First, HQFS learns next-step return and a volatility proxy using a variational quantum circuit (VQC) with a small classical head. Second, HQFS converts the risk-return objective and constraints into a QUBO and solves it with quantum annealing when available, while keeping a compatible classical QUBO solver as a fallback for deployment. Third, HQFS signs each rebalance output using a post-quantum signature so the allocation can be verified later without trusting the runtime environment. On our market dataset study, HQFS reduces return prediction error by 7.8% and volatility prediction error by 6.1% versus a tuned classical baseline. For the decision layer, HQFS improves out-of-sample Sharpe by 9.4% and lowers maximum drawdown by 11.7%. The QUBO solve stage also cuts average solve time by 28% compared to a mixed-integer baseline under the same constraints, while producing fully traceable, signed allocation records.",Srikumar Nayak,2026,
19660db0b2c6,Obstacles to quantum annealing in a planar embedding of XORSAT,"We introduce a planar embedding of the k-regular k-XORSAT problem, in which solutions are encoded in the ground state of a classical statistical mechanics model of reversible logic gates arranged on a square grid and acting on bits that represent the Boolean variables of the problem. The special feature of this embedding is that the resulting model lacks a finite-temperature phase transition, thus bypassing the first-order thermodynamic transition known to occur in the random graph representation of XORSAT. In spite of this attractive feature, the thermal relaxation into the ground state displays remarkably slow glassy behavior. The question addressed in this paper is whether this planar embedding can afford an efficient path to solution of k-regular k-XORSAT via quantum adiabatic annealing. We first show that our model bypasses an avoided level crossing and consequent exponentially small gap in the limit of small transverse fields. We then present quantum Monte Carlo results for our embedding of the k-regular k-XORSAT that strongly support a picture in which second-order and first-order transitions develop at a finite transverse field for k = 2 and k = 3, respectively. This translates into power-law and exponential dependences in the scaling of energy gaps with system size, corresponding to times-to-solution which are, respectively, polynomial and exponential in the number of variables. We conclude that neither classical nor quantum annealing can efficiently solve our reformulation of XORSAT, even though the original problem can be solved in polynomial time by Gaussian elimination.",Pranay Patil; Stefanos Kourtis; Claudio Chamon; Eduardo R. Mucciolo; Andrei E. Ruckenstein,2019,10.1103/PhysRevB.100.054435
47166749a93e,Spin singlet topological superconductivity in the attractive Rashba Hubbard model,"Fully gapped, spin singlet superconductors with antisymmetric spin-orbit coupling in a Zeeman magnetic field provide a promising route to realize superconducting states with non-Abelian topological order and therefore fault-tolerant quantum computation. Here we use a quantum Monte Carlo dynamical cluster approximation to study the superconducting properties of a doped two-dimensional attractive Hubbard model with Rashba spin-orbit coupling in a Zeeman magnetic field. We generally find that the Rashba coupling has a beneficial effect towards s-wave superconductivity. In the presence of a finite Zeeman field, when superconductivity is suppressed by Pauli pair-breaking, the Rashba coupling counteracts the spin imbalance created by the Zeeman field by mixing the spins, and thus restores superconductivity at finite temperatures. We show that this favorable effect of the spin-orbit coupling is traced to a spin-flip driven enhancement of the amplitude for the propagation of a pair of electrons in time-reversed states. Moreover, by inspecting the Fermi surface of the interacting model, we show that for sufficiently large Rashba coupling and Zeeman field, the superconducting state is expected to be topologically non-trivial.",Peter Doak; Giovanni Balduzzi; Pontus Laurell; Elbio Dagotto; Thomas A. Maier,2022,10.1103/PhysRevB.107.224501
e6ece474516c,Warm-starting quantum optimization,"There is an increasing interest in quantum algorithms for problems of integer programming and combinatorial optimization. Classical solvers for such problems employ relaxations, which replace binary variables with continuous ones, for instance in the form of higher-dimensional matrix-valued problems (semidefinite programming). Under the Unique Games Conjecture, these relaxations often provide the best performance ratios available classically in polynomial time. Here, we discuss how to warm-start quantum optimization with an initial state corresponding to the solution of a relaxation of a combinatorial optimization problem and how to analyze properties of the associated quantum algorithms. In particular, this allows the quantum algorithm to inherit the performance guarantees of the classical algorithm. We illustrate this in the context of portfolio optimization, where our results indicate that warm-starting the Quantum Approximate Optimization Algorithm (QAOA) is particularly beneficial at low depth. Likewise, Recursive QAOA for MAXCUT problems shows a systematic increase in the size of the obtained cut for fully connected graphs with random weights, when Goemans-Williamson randomized rounding is utilized in a warm start. It is straightforward to apply the same ideas to other randomized-rounding schemes and optimization problems.",Daniel J. Egger; Jakub Marecek; Stefan Woerner,2020,10.22331/q-2021-06-17-479
972faa34c6b1,Explaining the advantage of quantum-enhanced physics-informed neural networks,"Partial differential equations (PDEs) form the backbone of simulations of many natural phenomena, for example in climate modeling, material science, and even financial markets. The application of physics-informed neural networks to accelerate the solution of PDEs is promising, but not competitive with numerical solvers yet. Here, we show how quantum computing can improve the ability of physics-informed neural networks to solve partial differential equations. For this, we develop hybrid networks consisting of quantum circuits combined with classical layers and systematically test them on various non linear PDEs and boundary conditions in comparison with purely classical networks. We demonstrate that the advantage of using quantum networks lies in their ability to achieve an accurate approximation of the solution in substantially fewer training epochs, particularly for more complex problems. These findings provide the basis for targeted developments of hybrid quantum neural networks with the goal to significantly accelerate numerical modeling.",Nils Klement; Veronika Eyring; Mierk Schwabe,2026,
c4e919f71785,Quantum Algorithms for Mixed Binary Optimization applied to Transaction Settlement,"We extend variational quantum optimization algorithms for Quadratic Unconstrained Binary Optimization problems to the class of Mixed Binary Optimization problems. This allows us to combine binary decision variables with continuous decision variables, which, for instance, enables the modeling of inequality constraints via slack variables. We propose two heuristics and introduce the Transaction Settlement problem to demonstrate them. Transaction Settlement is defined as the exchange of securities and cash between parties and is crucial to financial market infrastructure. We test our algorithms using classical simulation as well as real quantum devices provided by the IBM Quantum Computation Center.",Lee Braine; Daniel J. Egger; Jennifer Glick; Stefan Woerner,2019,10.1109/TQE.2021.3063635
e4f0b279bc74,Algorithms for quantum simulation at finite energies,"We introduce two kinds of quantum algorithms to explore microcanonical and canonical properties of many-body systems. The first one is a hybrid quantum algorithm that, given an efficiently preparable state, computes expectation values in a finite energy interval around its mean energy. This algorithm is based on a filtering operator, similar to quantum phase estimation, which projects out energies outside the desired energy interval. However, instead of performing this operation on a physical state, it recovers the physical values by performing interferometric measurements without the need to prepare the filtered state. We show that the computational time scales polynomially with the number of qubits, the inverse of the prescribed variance, and the inverse error. In practice, the algorithm does not require the evolution for long times, but instead a significant number of measurements in order to obtain sensible results. Our second algorithm is a quantum-assisted Monte Carlo sampling method to compute other quantities which approach the expectation values for the microcanonical and canonical ensembles. Using classical Monte Carlo techniques and the quantum computer as a resource, this method circumvents the sign problem that is plaguing classical Quantum Monte Carlo simulations, as long as one can prepare states with suitable energies. All algorithms can be used with small quantum computers and analog quantum simulators, as long as they can perform the interferometric measurements. We also show that this last task can be greatly simplified at the expense of performing more measurements.",Sirui Lu; Mari Carmen Bañuls; J. Ignacio Cirac,2020,10.1103/PRXQuantum.2.020321
29f4e9099932,A hybrid quantum-classical approach to warm-starting optimization,"The Quantum Approximate Optimization Algorithm (QAOA) is a promising candidate for solving combinatorial optimization problems more efficiently than classical computers. Recent studies have shown that warm-starting the standard algorithm improves the performance. In this paper we compare the performance of standard QAOA with that of warm-start QAOA in the context of portfolio optimization and investigate the warm-start approach for different problem instances. In particular, we analyze the extent to which the improved performance of warm-start QAOA is due to quantum effects, and show that the results can be reproduced or even surpassed by a purely classical preprocessing of the original problem followed by standard QAOA.",Vanessa Dehn; Thomas Wellens,2023,
08fb77995e47,Simulating the Transverse Field Ising Model on the Kagome Lattice using a Programmable Quantum Annealer,"The presence of competing interactions due to geometry leads to frustration in quantum spin models. As a consequence, the ground state of such systems often displays a large degeneracy that can be lifted due to thermal or quantum effects. One such example is the antiferromagnetic Ising model on the Kagome lattice. It was shown that while the same model on the triangular lattice is ordered at zero temperature for small transverse field due to an order by disorder mechanism, the Kagome lattice resists any such effects and exhibits only short range spin correlations and a trivial paramagnetic phase. We embed this model on the latest architecture of D-Wave's quantum annealer, the Advantage2 prototype, which uses the highly connected Zephyr graph. Using advanced embedding and calibration techniques, we are able to embed a Kagome lattice with mixed open and periodic boundary conditions of 231 sites on the full graph of the currently available prototype. Through forward annealing experiments, we show that under a finite longitudinal field the system exhibits a one-third magnetization plateau, consistent with a classical spin liquid state of reduced entropy. An anneal-pause-quench protocol is then used to extract an experimental ensemble of states resulting from the equilibration of the model at finite transverse and longitudinal field. This allows us to construct a partial phase diagram and confirm that the system exits the constrained Hilbert space of the classical spin liquid when subjected to a transverse field. We connect our results to previous theoretical results and quantum Monte Carlo simulation, which helps us confirm the validity of the quantum simulation realized here, thereby extracting insight into the performance of the D-Wave quantum annealer to simulate non-trivial quantum systems in equilibrium.",Pratyankara Narasimhan; Stephan Humeniuk; Ananda Roy; Victor Drouin-Touchette,2023,10.1103/PhysRevB.110.054432
5761d4b2accf,An Improved QFT-Based Quantum Comparator and Extended Modular Arithmetic Using One Ancilla Qubit,"Quantum comparators and modular arithmetic are fundamental in many quantum algorithms. Current research mainly focuses on operations between two quantum states. However, various applications, such as integer factorization, optimization, option pricing, and risk analysis, commonly require one of the inputs to be classical. It requires many ancillary qubits, especially when subsequent computations are involved. In this paper, we propose a quantum-classical comparator based on the quantum Fourier transform (QFT). Then we extend it to compare two quantum integers and modular arithmetic. Proposed operators only require one ancilla qubit, which is optimal for qubit resources. We analyze limitations in the current modular addition circuit and develop it to process arbitrary quantum states in the entire $n$-qubit space. The proposed algorithms reduce computing resources and make them valuable for Noisy Intermediate-Scale Quantum (NISQ) computers.",Yewei Yuan; Chao Wang; Bei Wang; Zhao-Yun Chen; Meng-Han Dou; Yu-Chun Wu; Guo-Ping Guo,2023,
d93774a0f763,Generalized Lanczos Algorithm for Variational Quantum Monte Carlo,"We show that the standard Lanczos algorithm can be efficiently implemented statistically and self consistently improved, using the stochastic reconfigurat ion method, which has been recently introduced to stabilize the Monte Carlo sign problem instability. With this scheme a few Lanczos steps over a given variational wavefunction are possible even for large size as a particular case of a more general and more accurate technique that allows to obtain lower variational energies. This method has been tested extensively for a strongly correlated model like the t-J model. With the standard Lanczos technique it is possible to compute any kind of correlation functions, with no particular computational effort. By using that the variance $<H^2>-<H>^2$ is zero for an exact eigenstate, we show that the approach to the exact solution with few Lanczos ite rations is indeed possible even for $\sim 100$ electrons for reasonably good initial wavefunctions.The variational stochastic reconfiguration technique presented here allows in general a many-parameter energy optimization of any computable many-body wavefunction, including for inst ance generic long range Jastrow factors and arbitrary site dependent orbital determinants. This scheme improves further the accuracy of the calculation, especially for long distance correlation functions.",S. Sorella,2000,10.1103/PhysRevB.64.024512
da7ecd113b59,Autocallable Options Pricing with Integration-Based Exponential Amplitude Loading,"We present a comprehensive quantum algorithm tailored for pricing autocallable options, offering a full implementation and experimental validation. Our experiments include simulations conducted on high-performance computing (HPC) hardware, along with an empirical analysis of convergence to the classically estimated value. Our key innovation is an improved integration-based exponential amplitude loading technique that reduces circuit depth compared to state-of-the-art approaches. A detailed complexity analysis in a relevant setting shows an approximately 50x reduction in T-depth for the payoff component relative to previous methods. These contributions represent a step toward more efficient quantum approaches to pricing complex financial derivatives.",Francesca Cibrario; Ron Cohen; Emanuele Dri; Christian Mattia; Or Samimi Golan; Tamuz Danzig; Giacomo Ranieri; Hanan Rosemarin; Davide Corbelletto; Amir Naveh; Bartolomeo Montrucchio,2025,
48554ad14632,Ground-state statistics from annealing algorithms: Quantum vs classical approaches,"We study the performance of quantum annealing for systems with ground-state degeneracy by directly solving the Schrödinger equation for small systems and quantum Monte Carlo simulations for larger systems. The results indicate that naive quantum annealing using a transverse field may not be well suited to identify all degenerate ground-state configurations, although the value of the ground-state energy is often efficiently estimated. An introduction of quantum transitions to all states with equal weights is shown to greatly improve the situation but with a sacrifice in the annealing time. We also clarify the relation between the spin configurations in the degenerate ground states and the probabilities that those states are obtained by quantum annealing. The strengths and weaknesses of quantum annealing for problems with degenerate ground states are discussed in comparison with classical simulated annealing.",Yoshiki Matsuda; Hidetoshi Nishimori; Helmut G Katzgraber,2008,10.1088/1742-6596/143/1/012003
