slr_paper_id,doi,zotero_item_key,title,match_method
618a035e5260,10.1057/s41599-025-05348-z,CN29QB2K,BLS-QLSTM: a novel hybrid quantum neural network for stock index forecasting,doi
623597ee0f9c,10.48550/arxiv.2406.01889,W3WKCHMZ,Dividing quantum circuits for time evolution of stochastic processes by orthogonal series density estimation,doi
6257d900d3ef,10.47392/irjaem.2025.0508,EHCHIPZU,Hybrid Quantum Classical Model for Enhanced Cross Border Financial Fraud Detection,doi
631717352091,10.21203/rs.3.rs-7333122/v1,5T4QTIPM,Monte-Carlo Option Pricing in Quantum Parallel,doi
6377e377053e,10.48550/arxiv.2509.17715,QCGBGPPQ,Enhanced fill probability estimates in institutional algorithmic bond trading using statistical learning algorithms with quantum computers,doi
63af985e2b4e,10.1201/9781003685876-7,TWJH9S87,"Quantum-enhanced stock market prediction: Integrating AI, sentiment analysis, and multimodal data fusion",doi
645e6ec4f04e,10.1038/s41534-025-01070-5,FE7EWPI4,High-dimensional counterdiabatic quantum computing,doi
6485d2d0feb7,10.48550/arxiv.2312.00892,WMPV4U8M,Black-Litterman Portfolio Optimization with Noisy Intermediate-Scale Quantum Computers,doi
64a4167a442c,10.62127/aijmr.2024.v02i05.1107,RXGMEZ3Z,Quantum Machine Learning for Advanced Data Processing in Business Analytics: A Path Toward Next-Generation Solutions,doi
64b4914da5c2,10.32604/cmc.2023.033284,3GJEGB8Z,Quantum Fuzzy Regression Model for Uncertain Environment,doi
64beee021f17,10.1109/icsa-c52384.2021.00027,S4DJURBC,Hybrid Quantum Network for classification of finance and MNIST data,doi
6534fbda7b00,10.5281/zenodo.18666884,JEJI6D8M,Quantum-Enhanced Deep Reinforcement Learning for Central Bank Digital Currency (CBDC) Liquidity Management,doi
6546d24a207e,10.1016/j.jmse.2023.02.001,CXK9CPN9,Application of quantum computing in discrete portfolio optimization,doi
6684e6c1b57f,10.4230/LIPIcs.TQC.2022.2,DQWDV527,Quantum algorithm for stochastic optimal stopping problems with applications in finance,doi
66f18ee7b813,10.1088/1367-2630/ad5e16,9D4PQ3RE,An efficient quantum algorithm for independent component analysis,doi
66f43397ba83,10.1142/s0219749925500364,VXR6H88F,Intermediate Qutrit-based improved quantum arithmetic operations with application on financial derivative pricing,doi
670ab0b08451,10.48550/arxiv.2402.10132,9JJVD2EX,Quantum option pricing via the Karhunen-Loève expansion,doi
67ed9d74dd96,10.1103/physreva.109.052423,PTXUJW67,Approximate complex amplitude encoding algorithm and its application to data classification problems,doi
683bece8f94d,10.48550/arxiv.2203.15716,NA2FZ55U,Application of Quantum Computers in Foreign Exchange Reserves Management,doi
685e76bf45ae,10.48550/arxiv.2510.12336,ZV2CWVRT,"Implementing the Quantum Approximate Optimization Algorithms for QUBO problems Across Quantum Hardware Platforms: Performance Analysis, Challenges, and Strategies",doi
68b9ec9dea63,10.48550/arxiv.2602.11578,HGSFSKG7,Quantum-Enhanced Temporal Embeddings via a Hybrid Seq2Seq Architecture,doi
69a4901976a9,10.48550/arxiv.2109.06315,WJ9PFXZE,Generative Quantum Learning of Joint Probability Distribution Functions,doi
69b8b36d8aad,10.20944/preprints202510.0505.v1,V9QHRFM5,"A Quantum Risk Management Framework (QRMF): Quantum Amplitude Estimation for VaR/CVaR, Entanglement-Based Systemic Risk Analytics, and Variational Risk Optimization",doi
69bfce9095d0,10.48550/arxiv.2511.15739,ZT4T94A6,Genetically Engineered Quantum Circuits for Financial Market Indicators,doi
6ac0d0a3c55a,10.1103/PRXQuantum.4.040325,K9VIKN9H,End-to-end resource analysis for quantum interior point methods and portfolio optimization,doi
6bb18cfb9e04,10.1038/s41534-019-0130-6,TRPGJU2Q,Quantum risk analysis,doi
6cc92982a581,10.21203/rs.3.rs-6303530/v1,ZAMX8WDE,Unsupervised Quantum Anomaly Detection on Noisy Quantum Processors,doi
6d38c9fcd7b6,10.48550/arxiv.2602.23976,GB9X4875,Large-scale portfolio optimization on a trapped-ion quantum computer,doi
6e5c81beaefd,10.48550/arXiv.2412.10860,H77Z4M9K,Classification of Financial Data Using Quantum Support Vector Machine,doi
6e6696a9c05a,10.48550/arxiv.2312.01602,VH37KCBT,Quantum Time Series Similarity Measures and Quantum Temporal Kernels,doi
6efef91ff33f,10.21203/rs.3.rs-2180857/v1,GARMRJSR,Quantum computing reduces systemic risk in financial networks,doi
7012f13a70a3,10.48550/arxiv.2411.16970,WVKWAVUA,Unsupervised Quantum Anomaly Detection on Noisy Quantum Processors,doi
70217d6e8f7f,10.48550/arxiv.2304.02262,6JBGA529,Hybrid Quantum-Classical Algorithm For Robust Optimization via Stochastic-Gradient Online Learning,doi
7055fc9f6caf,10.48550/arxiv.2304.08710,Z7BZPH2A,Quantum Algorithm for Unsupervised Anomaly Detection,doi
72a191fd2f47,10.1088/2632-2153/ae39a2,65A9PE7W,Quantum generative modeling for financial time series with temporal correlations,doi
73354a077283,10.48550/arxiv.2412.10860,H77Z4M9K,Classification of Financial Data Using Quantum Support Vector Machine,doi
740dd8fa35a7,10.48550/arxiv.2303.06089,S99FG2S5,Real Option Pricing using Quantum Computers,doi
7451f70b35eb,10.21203/rs.3.rs-3397276/v1,VTNEE5CR,A Quantum Online Portfolio Optimization Algorithm,doi
74c6ac2ca350,10.48550/arxiv.2504.06253,FHHY9ZPA,Solving General QUBOs with Warm-Start QAOA via a Reduction to Max-Cut,doi
7540346e79ad,10.5281/zenodo.18015135,H7REP2EB,algorithmic_trading_vqe.py — Disruptive VQE-Inspired Trading Strategy Optimizer,doi
75cd91455541,10.1088/2058-9565/abd3db,63UGE3UG,Quantum versus Classical Generative Modelling in Finance,doi
75d6acf76068,10.21203/rs.3.rs-8423464/v1,UIHGDZ8P,ML-Driven Quantum Portfolio Optimization: Hybrid CNN-LSTM Architecture with Adaptive Zero-Noise Extrapolation on NISQ Devices,doi
75eee58caf3a,10.1038/s41598-025-34413-5,4DZ2HVQ3,Contextual Quantum Neural Networks for Stock Price Prediction,doi
76a87207ec32,10.1109/qai63978.2025.00014,377FEST9,Quantum Principal Component Analysis for Financial Fraud Detection,doi
76ee3cb38743,10.48550/arxiv.2011.02165,GPNF9J6U,Quantum Speedup of Monte Carlo Integration with respect to the Number of Dimensions and its Application to Finance,doi
76ee9fd77e4e,10.1016/j.asoc.2025.113419,TE7PTNXC,Quantum alternating operator ansatz with PSO optimizer for portfolio optimization problem,doi
772c12c0af17,10.48550/arxiv.2210.06172,MJF7BW3K,Potential Applications of Quantum Computing for the Insurance Industry,doi
77f0bbb6e5f3,10.48550/arXiv.2506.02068,UWE4U62V,Enhancing Interpretability of Quantum-Assisted Blockchain Clustering via AI Agent-Based Qualitative Analysis,doi
78b97b2dbd8e,10.1109/tpami.2024.3519605,Q7XUGI9Q,Quantum Gated Recurrent Neural Networks,doi
78cc9d5068f3,10.1145/3318041.3355465,HS3JAD4W,Quantum Algorithms for Portfolio Optimization,doi
798667d343b2,10.48550/arxiv.2207.11173,7GK8IWSM,Verifying Fairness in Quantum Machine Learning,doi
7b4b01100661,10.22331/q-2023-09-14-1111,Z5FCPG8P,"Encoding trade-offs and design toolkits in quantum algorithms for discrete optimization: coloring, routing, scheduling, and other problems",doi
7c11ab76f3d9,10.48550/arxiv.2508.21123,T5SFDTD5,Benchmarking Quantum Solvers in Noisy Digital Simulations for Financial Portfolio Optimization,doi
7c2e539656f7,10.1002/isaf.1532,CZKWR3ER,Neural networks for estimating Macro Asset Pricing model in football clubs,doi
7c5f50a7c9b3,10.52783/cana.v30.279,BRIIHT3T,Quantum Computing Algorithms for Nonlinear Optimization Problems,doi
7c6e8af63f61,10.48550/arxiv.2602.14827,Q5PMQIIW,Constrained Portfolio Optimization via Quantum Approximate Optimization Algorithm (QAOA) with XY-Mixers and Trotterized Initialization: A Hybrid Approach for Direct Indexing,doi
7c795b799d02,10.48550/arxiv.2510.01129,7WWM722V,Credit Default Prediction with Projected Quantum Feature Models and Ensembles,doi
7e0bccd34042,10.48550/arxiv.2510.19494,AP92VJ7N,Quantum Machine Learning methods for Fourier-based distribution estimation with application in option pricing,doi
7e636e790901,10.48550/arxiv.2308.15475,FRRJ5NF4,Efficient DCQO Algorithm within the Impulse Regime for Portfolio Optimization,doi
7ea4faff382d,10.25397/f3ys-jj93,TGC5HXAJ,Quantum Enabled-Algorithms and Market Prediction and Execution for Ultra-Low-Latency High-Frequency Trading in Global Markets,doi
7eefd96d7f06,10.1103/PhysRevA.103.012418,C5222EST,Quantum algorithms for hedging and the learning of Ising models,doi
7f09d7df1f04,10.48550/arxiv.2601.03654,X3ENBX33,Quantum Classical Ridgelet Neural Network For Time Series Model,doi
7f5135581c08,10.48550/arxiv.2212.03223,4VI8993P,Financial Risk Management on a Neutral Atom Quantum Processor,doi
7f8c8060e256,10.1088/2058-9565/ae4a48,IFQHP76H,Quantifying the advantages of applying quantum approximate algorithms to portfolio optimisation,doi
8067dde1bb8c,10.48550/arxiv.2303.01909,GDM9U8B6,Finding the Optimal Currency Composition of Foreign Exchange Reserves with a Quantum Computer,doi
80db1bf3c910,10.3390/math12091391,X3KUEWVZ,Quantum Machine Learning for Credit Scoring,doi
81146d2c9f2a,10.4018/979-8-3373-3541-4.ch013,CTKIJKA4,Quantum-Enhanced Smart Computing Framework for Sustainable Credit Risk Decision Communication,doi
8154d6cc12dd,10.48550/arxiv.2509.12286,JVIHECPT,Prediction of Stocks Index Price using Quantum GANs,doi
81a3d1f2001c,10.48550/arxiv.2410.11997,HW8U7XTM,Quantum Computing for Multi Period Asset Allocation,doi
81e49eb92d04,10.48550/arxiv.2308.01427,B7JNW8Q2,Differential Evolution VQE for Crypto-currency Arbitrage. Quantum Optimization with many local minima,doi
81f92de64876,10.1109/QCE49297.2020.00017,HV8CMHU5,Quantum-Enhanced Simulation-Based Optimization,doi
822dbee7acfe,10.48550/arxiv.2506.08947,ACL72NZR,Scaling Portfolio Diversification with Quantum Circuit Cutting Techniques,doi
82475e54c193,10.22331/q-2023-10-03-1127,SNF77RXG,Quantum Encoding and Analysis on Continuous Time Stochastic Process with Financial Applications,doi
8273c874208a,10.1140/epjqt/s40507-025-00328-3,WMH4CSVR,Alternative pipeline for option pricing using quantum computers,doi
8372b98f0875,10.48550/arxiv.2208.01203,ZWV9UQ6Z,Unsupervised quantum machine learning for fraud detection,doi
845689734409,10.48550/arxiv.2505.14645,YLES869U,A quantum unstructured search algorithm for discrete optimisation: the use case of portfolio optimisation,doi
852010d3745d,10.48550/arxiv.2412.09714,SDQTPB5B,Combinatorial Amplitude Patterns via Nested Quantum Affine Transformations,doi
858a41cdb5b2,10.3390/engproc2021007045,56VH8SZJ,Quantum Arithmetic for Directly Embedded Arrays,doi
85e9109e6bb0,10.48550/arxiv.2503.11273,VATESQAK,Financial Fraud Detection with Entropy Computing,doi
85fbbb9f2a42,10.3390/e24111656,PD7J39JG,A Preprocessing Perspective for Quantum Machine Learning Classification Advantage in Finance Using NISQ Algorithms,doi
871c63b61487,10.48550/arxiv.2208.14623,76IJGHPJ,Extracting a function encoded in amplitudes of a quantum state by tensor network and orthogonal function expansion,doi
872cedb13e27,10.21203/rs.3.rs-8001093/v1,4BMBRXSR,Noise-Robust Quantum Generative Models for Distribution Learning and Efficient Data Loading,doi
88a78745d9de,10.1109/tqe.2023.3269525,U7CTF2DJ,Pricing Multiasset Derivatives by Variational Quantum Algorithms,doi
88e005f67ca2,10.48550/arXiv.2512.06630,7XXP3VI7,Quantum Temporal Convolutional Neural Networks for Cross-Sectional Equity Return Prediction: A Comparative Benchmark Study,doi
8908fea924fc,10.1103/PhysRevApplied.15.034027,6RMQ6VNC,Efficient State Preparation for Quantum Amplitude Estimation,doi
89418437f51c,10.48550/arxiv.2310.07427,DJBQTS4F,Quantum-Enhanced Forecasting: Leveraging Quantum Gramian Angular Field and CNNs for Stock Return Predictions,doi
8a2a16ffc826,10.1142/s0218348x22401624,VX9PHM8E,FORECASTING STOCK MARKET CRASHES VIA REAL-TIME RECESSION PROBABILITIES: A QUANTUM COMPUTING APPROACH,doi
8a2ce0575ff1,10.1109/QCE65121.2025.10322,9MKUAKQ7,Quantum Reinforcement Learning Trading Agent for Sector Rotation in the Taiwan Stock Market,doi
8b25d3b8029a,10.1587/transinf.2024edp7254,UDCBHFWE,Improved Quantum Approximate Optimization Algorithm Based on Conditional Value-at-Risk for Portfolio Optimization,doi
8c9ba2aeaa90,10.48550/arxiv.2512.22001,KGNKZWGF,Variational Quantum Eigensolver for Real-World Finance: Scalable Solutions for Dynamic Portfolio Optimization Problems,doi
8d89573f79ab,10.1002/que2.84,IQICAUFK,Quantum computation for pricing the collateralized debt obligations,doi
8d9fbaf6510b,10.31873/ijeas.5.10.17,BFWCCYI4,A time-Series Model Based on Quanntum Walk in terms of Quantum Bernoulli Noise,doi
8dad17700137,10.1038/s41598-023-45392-w,TR29KQDR,"Best practices for portfolio optimization by quantum computing, experimented on real quantum devices",doi
8e2194183afe,10.1109/qce57702.2023.10269,7C4SSHGM,Robustness of Quantum Algorithms Against Approximate Data Representations,doi
8e9d2c7faf8e,10.48550/arxiv.2203.13936,U3JF3QHU,Classically-Boosted Quantum Optimization Algorithm,doi
8f4819f14c13,10.1016/j.dsp.2024.104464,QIR9KDJS,Differential evolution VQE for crypto-currency arbitrage. Quantum optimization with many local minima,doi
8fec8d839e47,10.1109/CARS67163.2025.11337656,KE9C9K79,Q-DTN: A Quantum-Enhanced Framework for Secure Financial Risk Management,doi
914ea9b006b5,10.23919/INDIACom66777.2025.11115454,VRW59ANK,A Cirq-Enhanced Quantum Reinforcement Learning Model for High-Frequency Trading Optimization,doi
9170a0c2d3a2,10.1007/s42484-024-00144-5,ZD8F6AW4,The effects of quantum hardware properties on the performances of variational quantum learning algorithms,doi
91d09b729085,10.1109/tqe.2023.3337328,PRCEW2ET,Backtesting Quantum Computing Algorithms for Portfolio Optimization,doi
920b4d11e624,10.1088/1674-1056/ae2115,UDRHZP3H,Hybrid Quantum-Classical Neural Networks for Few-Shot Credit Risk Assessment,doi
9242f9c3e9d3,10.1109/iccies63851.2025.11033124,BV47X7HJ,Deep Learning with Quantum Computing Leveraging risk assessment financial optimization and detection of frauds,doi
924cd91fefd6,10.1109/netcrypt65877.2025.11102604,2KW72BI5,Implementing Quantum Machine Learning in Credit Card Fraud Detection,doi
9352e26d9232,10.1109/icrito56286.2022.9964828,X68MG3ZH,An Implementation of Quantum Machine Learning Technique to Determine Insurance Claim Fraud,doi
953d9d489a99,10.1109/icacrs67045.2025.11324310,NA6KX7EE,Python-Integrated Quantum–Classical Computing Framework for Intelligent Time-Series Prediction,doi
954608913b5d,10.1038/s42005-023-01331-9,N5UKJXCR,Constrained Optimization via Quantum Zeno Dynamics,doi
955dd8044889,10.48550/arxiv.2208.04382,D33TBRFF,Quantum Finance: a tutorial on quantum computing applied to the financial market,doi
95a7b64bceac,10.1109/icmctc62214.2025.11196584,2ZXZBE9H,Quantum Computing for Advanced Market Forecasting and Risk Management in Financial Services,doi
95ecf8c43fd1,10.48550/arxiv.2507.19402,KSXFQERP,FD4QC: Application of Classical and Quantum-Hybrid Machine Learning for Financial Fraud Detection A Technical Report,doi
9636cfb13bd3,10.1007/s42484-025-00330-z,KVP4W57G,A Quantum Model for Constrained Markowitz Modern Portfolio Using Slack Variables to Process Mixed-Binary Optimization under QAOA,doi
963ca4c12a61,10.64206/8xz2pv42,5XYKEDHQ,Quantum Risk Modeling Redefining Actuarial Science with Quantum Algorithms,doi
96baad0b46a9,10.1103/PhysRevA.98.022321,5YVHXWJ9,Quantum computational finance: Monte Carlo pricing of financial derivatives,doi
9700e75505fd,10.1103/physrevapplied.19.064001,IKH2FUQ9,Hybrid Quantum-Classical Algorithms for Loan-Collection Optimization with Loan-Loss Provisions,doi
970f45895147,10.1109/icscna63714.2024.10864082,E3IVB49P,Empirical Analysis of Classical and Quantum Algorithms for Portfolio Optimization: Enhancing Financial Decision-Making Through Quantum Computing,doi
9781ec456ae3,10.48550/arxiv.2511.02042,SH5RUZM7,Quantum-Enhanced Generative Models for Rare Event Prediction,doi
97969b2619bb,10.1007/s11128-021-03127-8,4WGIAM8K,Quantum speedup of Monte Carlo integration with respect to the number of dimensions and its application to finance,doi
980e150d15d2,10.48550/arxiv.2211.00004,B64WKHDI,Classical ensemble of Quantum-classical ML algorithms for Phishing detection in Ethereum transaction networks,doi
99b07636e459,10.1088/2058-9565/ad27e9,ZEAWZ3JA,Experimental implementation of quantum-walk-based portfolio optimization,doi
99d3efa89dee,10.1145/3655027,78STN6T2,A performance characterization of quantum generative models,doi
9a08c18dcfb8,10.48550/arXiv.2512.03696,834J3V9A,Quantum Topological Graph Neural Networks for Detecting Complex Fraud Patterns,doi
9a0fead8d1bd,10.21203/rs.3.rs-8649790/v1,STHNNVEW,Large-scale portfolio optimization using Pauli Correlation Encoding,doi
9aa8ee9654b4,10.1177/29767032251334589,692LGDHR,Quantum Differential Machine Learning,doi
9adffa072aa7,10.48550/arxiv.2111.11016,GP5XAQP4,Quantum algorithms for numerical differentiation of expected values with\n respect to parameters,doi
9b2873973a84,10.1016/j.neunet.2023.07.003,HS3WKG83,Quantum recurrent neural networks for sequential learning,doi
9b55a2fa0cd5,10.1109/icdacai65086.2024.00042,7MIQVEKS,Research and Application of Quantum Computing Algorithm for Asset Portfolio Optimization,doi
9bc9b29fc6af,10.48550/arXiv.2510.26217,P925MRI9,Hybrid LLM and Higher-Order Quantum Approximate Optimization for CSA Collateral Management,doi
9be7c1fe15c2,10.54392/irjmt26114,J272HBTK,Advancing Stock Price Prediction and Algorithmic Trading: Quantum Machine Learning for High-Frequency Optimization,doi
9eb296f23a10,10.48550/arxiv.2308.06081,KN6FRQAV,A Modular Engine for Quantum Monte Carlo Integration,doi
9f2d4ce48167,10.1117/12.3066304,CJD29F3T,Financial fraud detection with entropy quantum optimization versus classical machine learning,doi
9fd619b02b3e,10.1007/s11432-024-4411-8,DDRAPW5V,Quantum Computational Insurance and Actuarial Science,doi
a052f266d945,10.1049/enc2.12122,HKHJHG2A,Carbon market risk estimation using quantum conditional generative adversarial network and amplitude estimation,doi
a0bb411d1801,10.48550/arxiv.2403.19502,9F9WVSTM,On the potential of quantum walks for modeling financial return distributions,doi
a0e970f7273f,10.48550/arxiv.2105.11766,GM7J8AE7,An evolving objective function for improved variational quantum optimisation,doi
a1125822ca6a,10.48550/arxiv.2111.00796,VC9LZQZM,Quantum optimisation via maximally amplified states,doi
a254eea1f1d3,10.48550/arxiv.2308.01844,4FE36K4K,A novel approach for quantum financial simulation and quantum state preparation,doi
a254f338377d,10.1177/29767032251333418,Z6MJK46E,Quantum Advantage in Trading: A Game-Theoretic Approach,doi
a2b17048118b,10.52783/jisem.v10i8s.1193,UKJFFIT9,Quantum Machine Learning Technique for Insurance Claim Fraud Detection with Quantum Feature Selection,doi
a326ebb75ee1,10.53555/kuey.v30i1.6903,RGGAERJF,Quantum Ensemble Optimisation: Revolutionizing Investment Portfolio Management with QAOA and VQE Integration,doi
a426a8634e23,10.22219/kinetik.v10i1.2024,UIDKJSSB,Analyzing Perceptron Algorithm for Global Gold Price Prediction using Quantum Computing Approach,doi
a4777ce71497,10.1109/qce60285.2024.00034,ZHT46J7Q,Quantum Amplitude Loading for Rainbow Options Pricing,doi
a4c29a22413b,10.2139/ssrn.3922040,UDVECAJ4,Quantum Circuit Learning to Compute Option Prices and Their Sensitivities,doi
a5b68f8e6d90,10.48550/arxiv.2308.05237,S6DM2WA6,Financial Fraud Detection: A Comparative Study of Quantum Machine Learning Models,doi
a64e9d084306,10.32604/jqc.2022.027683,TH5SDUAP,Study on Quantum Finance Algorithm: Quantum Monte Carlo Algorithm based on European Option Pricing,doi
a801ca3560e0,10.2139/ssrn.5172167,QCW67ZUV,Quantum Machine Learning: An Application of Quantum Support Vector Machines for Financial Data Classification,doi
a82edc88ba8d,10.1145/3731599.3767550,F9STRHL4,A Practical Quantum Solver for Multidimensional Partial Differential Equations,doi
a9e4b00c1fae,10.1109/ic-sit63503.2024.10862667,N5FRXX62,QLSTM4FM: Quantum Assisted Long Short-Term Memory Framework for Financial Market Trend Forecasting,doi
a9f80168c4a0,10.48550/arxiv.2305.09501,KWAG4ZWU,Energy risk analysis with Dynamic Amplitude Estimation and Piecewise Approximate Quantum Compiling,doi
a9fb068595f2,10.1109/icsec67360.2025.11298113,DGJIBMC7,Call Option Pricing Using Quantum Amplitude Estimation: A Comparative Study with Monte Carlo Simulation,doi
aa432e276bff,10.1140/epjqt/s40507-022-00124-3,NK3FPP4M,Bermudan option pricing by quantum amplitude estimation and Chebyshev interpolation,doi
aa6d0e7e53a5,10.48550/arXiv.2509.25245,SB2AMZAH,Comprehensive Analysis of VQC for Financial Fraud Detection: A Comparative Study of Quantum Encoding Techniques and Architectural Optimizations,doi
aa74f873e447,10.1109/ComComAp68359.2025.11353178,N3WPCAC3,Quantum-Enhanced Generative Models for Rare Event Prediction,doi
abe124850283,10.48550/arxiv.2603.03803,6PV9N6UV,Approximate Amplitude Encoding with the Adaptive Interpolating Quantum Transform,doi
abf670013010,10.62802/hazn6723,RQFSBM3H,Quantum-Enhanced Optimization of Smart Contract Execution for Automated Financial Services,doi
ac9a031452bb,10.56975/jaafr.v3i12.501605,T3HZ5SUF,Hybrid Quantum Classical Intelligence for Business: A Reference Architecture for Predictive Analytics and Decision Optimization,doi
acc55c7d6a2a,10.62802/h0w3vm29,GQE94IBZ,Quantum Computing Approaches to Portfolio Optimization Under Risk and Market Uncertainty,doi
ad0844abb348,10.48550/arxiv.2407.19857,9PE6WJJQ,PO-QA: A Framework for Portfolio Optimization using Quantum Algorithms,doi
ad79bfb0cfd8,10.9734/ajrcos/2025/v18i4613,3MSS83F8,Quantum Machine Learning for Secure Financial Forecasting: Mitigating Data Breaches and Adversarial Exploits,doi
add09b8c5e11,10.1007/978-3-032-13852-1_34,JIZ6LLD9,Q-PORT: Quantum Portfolio Optimization with Resource-Efficient Encoding and Scalability Analysis,doi
add512163d77,10.48550/arXiv.2509.16955,W8ZMFEB6,Quantum Adaptive Self-Attention for Financial Rebalancing: An Empirical Study on Automated Market Makers in Decentralized Finance,doi
ae51e00743b2,10.48550/arxiv.2104.14214,IIHWHQKN,Quantum Quantitative Trading: High-Frequency Statistical Arbitrage Algorithm,doi
af5d5a990937,10.1109/vlsi-soc57769.2023.10321843,QPNF4E4F,Optimized Quantum Circuit Implementation of Payoff Function,doi
afa84e1d94cf,10.1109/QCE57702.2023.00070,9H75GG2N,Quantum Architecture Search for Quantum Monte Carlo Integration via Conditional Parameterized Circuits with Application to Finance,doi
b10591681791,10.1109/access.2024.3506981,UG545TCK,Enhancing Knapsack-Based Financial Portfolio Optimization Using Quantum Approximate Optimization Algorithm,doi
b155d83ad4b5,10.1109/QCE65121.2025.10344,PMSPT97Q,Quantum Portfolio Optimization with Expert Analysis Evaluation,doi
b1aad69bad2c,10.25397/pg0d-8b42,GG2SEVB2,Quantum-Driven Paradigms: Pioneering Artificial Intelligence Beyond Classical Borders,doi
b43110ee807d,10.48550/arxiv.2404.10088,VGWG9T9T,Quantum Risk Analysis of Financial Derivatives,doi
b4634f8d9776,10.1109/ccpqt66408.2025.11383198,V52PXWGP,Quantum Support Vector Machine for Fraud Detection,doi
b5820c538b42,10.48550/arxiv.2110.15958,2DI9BHIU,Solving Linear Systems on Quantum Hardware with Hybrid HHL++,doi
b62275ba4e8f,10.1109/comsnets59351.2024.10427192,N5EHP53A,Time-Series Forecasting Using Continuous Variables-Based Quantum Neural Networks,doi
b660e6ffe7f2,10.48550/arxiv.2306.12303,7VJF5XR3,A New Initial Distribution for Quantum Generative Adversarial Networks to Load Probability Distributions,doi
b69e5fca1ee6,10.48550/arxiv.2509.08385,48DTVSSH,LLM-Guided Ansätze Design for Quantum Circuit Born Machines in Financial Generative Modeling,doi
b6a55230434d,10.48550/arxiv.2011.07319,PFHXQXCP,Application of deep quantum neural networks to finance,doi
b76db96a4af5,10.48550/arxiv.2506.02068,UWE4U62V,Enhancing Interpretability of Quantum-Assisted Blockchain Clustering via AI Agent-Based Qualitative Analysis,doi
b799681e41da,10.48550/arxiv.2509.15138,AJ64WIH9,Sampled-Based Guided Quantum Walk: Non-variational quantum algorithm for combinatorial optimization,doi
b8dcb2e989c2,10.30598/arujournalvol6iss1pp68-77,7S6CCMVZ,Pengaruh Quantum Trading Algorithm Terhadap Volatilitas Harga Saham LQ45,doi
b94d98f5a637,10.1002/wilm.10918,44NUS8RU,A Quantum Walk Model of Financial Options,doi
b9503b475ef7,10.48550/arxiv.1911.05296,UPKW8J27,Portfolio rebalancing experiments using the Quantum Alternating Operator Ansatz,doi
b9793b3d8619,10.1364/ofc.2024.w1f.3,CFHVNBAA,Integrated Photonic Computing Chip For Unary-Based Option Pricing,doi
b97e7f0690c5,10.1109/itc-cscc62988.2024.10628188,G3J8WQNS,A Quantum Circuit Design for Quantum Portfolio Optimization Problem,doi
b9898808569b,10.20944/preprints202602.0745.v1,DQWXMX4X,Empirical Evaluation of Quantum Kernel Learning for Sector Rotation Prediction: Using Fama–French 10 Industry Portfolios,doi
b9aa74e4bc0d,10.1109/fmlds63805.2024.00084,TATSIP5R,An Empirical Study on Enhancing Explainability Through Quantum Machine Learning for Credit Risk Analysis,doi
b9bbd2d099f0,10.54946/wilm.12175,9EVLWX6V,"Quantum Binomial Tree, An Effective Method for Probability Distribution Loading for Derivative Pricing",doi
b9ec84f4d48c,10.1103/PhysRevResearch.3.013167,M2W2SV82,Towards Pricing Financial Derivatives with an IBM Quantum Computer,doi
ba792b0b6f24,10.1002/for.70047,8D2UBT7G,A Novel Decomposition‐Ensemble Approach for Forecasting Stock Price With Quantum Neural Network and Big Data,doi
ba8b763050ae,10.1109/icssas64001.2024.10760503,QMIBJXTK,A Comparative Technique with Credit card based Fraud detection with Machine Learning and Quantum Algorithm,doi
ba8e571f1e45,10.1109/access.2024.3432312,BWDZWPX8,Evaluating the Computational Advantages of the Variational Quantum Circuit Model in Financial Fraud Detection,doi
ba9b439040f0,10.62802/krgj1w70,6NJR7K4J,Quantum Algorithms for Portfolio Optimization in Finance,doi
bb0210fb8e67,10.1109/dac63849.2025.11133130,ISRUPQBW,SAPO: Improving the Scalability and Accuracy of Quantum Linear Solver for Portfolio Optimization,doi
bb719c33a7f1,10.48550/arxiv.2404.04911,3IMSTU3Q,Comparative Study of Quantum-Circuit Scalability in a Financial Problem,doi
bc8d838c7545,10.1137/21m1397878,9MQPSEDJ,Short Communication: A Quantum Algorithm for Linear PDEs Arising in Finance,doi
bcd1adfba1e5,10.1109/itt69610.2025.11352910,H7ESMXXT,The Qubit Shift: Unveiling Next-Generation Deep Learning with Quantum Computing,doi
bcfb2bcd887f,10.36227/techrxiv.175750771.12895702/v1,H6SUIMWS,Adaptive Quantum Entanglement Networks for Real-Time Financial Fraud Detection: A Novel Framework with Temporal Correlation Analysis,doi
bf12463fd336,10.37745/ejcsit.2013/vol13n50116127,B4PPMBA9,Quantum Entanglement of Financial Data: Visualizing Multi-Dimensional Fraud Pattern Detection in Banking Transactions,doi
bf1f4204b1e6,10.1088/2399-6528/acd2a4,4N9TLKGK,Quantum advantage of Monte Carlo option pricing,doi
c065a97bd065,10.48550/arxiv.2311.01531,GBNBKJH6,Quantum Variational Solving of Nonlinear and Multi-Dimensional Partial Differential Equations,doi
c0d24cf1b7ed,10.4236/jqis.2020.103005,NCPWVKGN,Practical Meta-Reinforcement Learning of Evolutionary Strategy with Quantum Neural Networks for Stock Trading,doi
c0da85ef2954,10.1109/QCE60285.2024.10266,JQ5YJ3LS,Train-and-Scaling the Quantum Alternating Operator Ansatz to Solve Portfolio Diversification,doi
c0fc8b113e0f,10.48550/arxiv.2512.00870,NPJAN6NR,Opportunities and Challenges for Data Quality in the Era of Quantum Computing,doi
